Alin-Bogdan Stoica;;2;'';'';'285';'USR';'{}'
Bogdan-Alin Stoica;1987-04-10;2;'';'Bogdan-Alin Stoica';'286';'';'{"2024": 2, "2020": 2, "2016": 2}'
Diana Stoica;1991-02-23;2;'';'Diana Stoica';'287';'USR';'{"2024": 2, "2020": 2}'
Ștefan-Bucur Stoica;1977-07-29;2;'';'Ștefan-Bucur Stoica';'288';'PNL';'{"2024": 2, "2020": 2, "2012": 2}'
Ionuț-Marian Stroe;1979-09-23;2;'';'Ionuț-Marian Stroe';'289';'PNL';'{"2024": 2, "2020": 2, "2016": 2, "2012": 2, "2008": 2}'
Vasile-Daniel Suciu;1980-11-07;2;'';'Vasile-Daniel Suciu';'290';'PSD';'{"2024": 2, "2020": 2, "2016": 2, "2012": 2}'
Szabó Ödön;1975-07-04;2;'';'Szabó Ödön';'291';'UDMR';'{"2024": 2, "2020": 2, "2016": 2, "2012": 2}'
Ecaterina-Mariana Szőke;;2;'';'';'292';'SOS';'{}'
Vlad-Ioan Șendroiu;;2;'';'';'293';'USR';'{}'
Ciprian-Constantin Șerban;1985-12-22;2;'';'Ciprian-Constantin Șerban';'294';'PSD';'{"2024": 2, "2020": 2, "2016": 2}'
George Cătălin Șerban;;2;'';'';'295';'PNL';'{}'
Gianina Șerban;1983-07-15;2;'';'Gianina Șerban';'296';'AUR';'{"2024": 2, "2020": 2}'
Gigel-Sorinel Știrbu;1971-09-12;2;'';'Gigel-Sorinel Știrbu';'297';'PNL';'{"2024": 2, "2020": 2, "2016": 2, "2012": 2, "2008": 2}'
Dan Tanasă;1981-03-10;2;'';'Dan Tanasă';'298';'AUR';'{"2024": 2, "2020": 2}'
Ștefan Tanasă;;2;'';'';'299';'USR';'{}'
Andrei-Ionuț Teslariu;;2;'';'';'300';'POT';'{}'
Dumitru Tilea;;2;'';'';'301';'AUR';'{}'
Angel Tîlvăr;1962-02-11;2;'';'Angel Tîlvăr';'302';'PSD';'{"2024": 2, "2020": 1, "2016": 2, "2012": 2, "2008": 2, "2004": 1}'
Bogdan-Andrei Toader;1983-06-07;2;'';'Bogdan-Andrei Toader';'303';'PSD';'{"2024": 2, "2020": 2}'
Elena-Laura Toader;;2;'';'';'304';'SOS';'{}'
Ilie Toma;1969-07-30;2;'';'Ilie Toma';'305';'PSD';'{"2024": 2, "2020": 2, "2016": 2}'
Ion-Alin Tomoescu;;2;'';'';'306';'PSD';'{}'
Bogdan Gheorghe Trif;1977-04-28;2;'';'Bogdan Gheorghe Trif';'307';'PSD';'{"2024": 2, "2020": 2}'
Raluca Turcan;1976-04-02;2;'';'Raluca Turcan';'308';'PNL';'{"2024": 2, "2020": 2, "2016": 2, "2012": 2, "2008": 2, "2004": 2}'
Adriana Diana Tușa;1978-06-22;2;'';'Adriana Diana Tușa';'309';'PSD';'{"2024": 2, "2020": 2, "2016": 2, "2012": 2, "2008": 2}'
Ștefan Țintă;;2;'';'';'310';'PSD';'{}'
Dumitru Țiplea;;2;'';'';'311';'PNL';'{}'
Mihai-Adrian Țiu;;2;'';'';'312';'SOS';'{}'
Oana-Silvia Țoiu;1985-07-09;2;'';'Oana-Silvia Țoiu';'313';'USR';'{"2024": 2, "2020": 2}'
Emanuel-Dumitru Ungureanu;1978-03-12;2;'';'Emanuel-Dumitru Ungureanu';'314';'USR';'{"2024": 2, "2020": 2, "2016": 2}'
Lidia Vadim-Tudor;;2;'';'';'315';'AUR';'{}'
Vass Levente;1975-04-26;2;'';'Vass Levente';'316';'UDMR';'{"2024": 2, "2016": 2}'
Dumitru Văduva;;2;'';'';'317';'USR';'{}'
Mariana Vârgă;;2;'';'';'318';'SOS';'{}'
Verginia Vedinaș;1960-02-16;2;'';'Verginia Vedinaș';'319';'SOS';'{"2024": 2, "2004": 1}'
Ion-Marcel Vela;1963-06-02;2;'';'Ion-Marcel Vela';'320';'PNL';'{"2024": 2, "2020": 1, "2016": 1}'
Florin-Bogdan Velcescu;;2;'';'';'321';'AUR';'{}'
Silviu Vexler;1988-12-08;2;'';'Silviu Vexler';'322';'';'{"2024": 2, "2020": 2, "2016": 2}'
Vlad-Andrei Vidra;;2;'';'';'323';'SOS';'{}'
Ioan Vulpescu;1976-06-17;2;'';'Ioan Vulpescu';'324';'PSD';'{"2024": 2, "2020": 2, "2016": 1, "2012": 2}'
Dorel Vulpoiu;;2;'';'';'325';'AUR';'{}'
Voicu Vușcan;;2;'';'';'326';'PSD';'{}'
Mihai Weber;1964-11-18;2;'';'Mihai Weber';'327';'PSD';'{"2024": 2, "2020": 2, "2016": 2, "2012": 2}'
Adrian Wiener;1973-06-23;2;'';'Adrian Wiener';'328';'USR';'{"2024": 2, "2020": 2, "2016": 1}'
Zahoranszki Brigitta-Eva;;2;'';'';'329';'UDMR';'{}'
Zakarias Zoltán;1968-04-11;2;'';'';'330';'UDMR';'{"2024": 2, "2020": 2}'
