SIRUTA;DENLOC;CODP;JUD;SIRSUP;TIP;NIV;MED;REGIUNE;FSJ;FS2;FS3;FSL;rang;fictiv
10;JUDEȚUL ALBA;0;1;1;40;1;0;7;1;;;100000000000;;
1017;MUNICIPIUL ALBA IULIA;0;1;10;1;2;1;7;1;1;;111674000000;II;
1026;ALBA IULIA;0;1;1017;9;3;1;7;1;111674;1000084;111674100085;II;
1035;BĂRĂBANȚ;510001;1;1017;10;3;1;7;1;111674;2000732;111674500731;V;
1044;MICEȘTI;510002;1;1017;10;3;1;7;1;111674;2007411;111674507421;V;
1053;OARDA;510003;1;1017;10;3;1;7;1;111674;2008111;111674508122;V;
1062;PÂCLIȘA;510004;1;1017;10;3;1;7;1;111674;2008620;111674508632;V;
1213;MUNICIPIUL AIUD;0;1;10;4;2;1;7;1;1;;121673000000;II;
1222;AIUD;515200;1;1213;9;3;1;7;1;121673;1000079;121673100080;II;
1231;AIUDUL DE SUS;515201;1;1213;10;3;1;7;1;121673;2000080;121673500081;V;
1277;CIUMBRUD;515202;1;1213;11;3;1;7;1;121673;3002907;121673502909;V;
1240;GÂMBAȘ;515203;1;1213;10;3;1;7;1;121673;2005072;121673505078;V;
1286;GÂRBOVA DE JOS;515204;1;1213;11;3;1;7;1;121673;3005083;121673505089;V;
1295;GÂRBOVA DE SUS;515205;1;1213;11;3;1;7;1;121673;3005084;121673505090;V;
1302;GÂRBOVIȚA;515206;1;1213;11;3;1;7;1;121673;3005090;121673505096;V;
1259;MĂGINA;515207;1;1213;10;3;1;7;1;121673;2007086;121673507095;V;
1268;PĂGIDA;515208;1;1213;10;3;1;7;1;121673;2008525;121673508537;V;
1311;SÂNCRAI;515209;1;1213;11;3;1;7;1;121673;3010574;121673510588;V;
1320;ȚIFRA;515210;1;1213;11;3;1;7;1;121673;3012378;121673512395;V;
1348;MUNICIPIUL BLAJ;0;1;10;4;2;1;7;1;1;;121683000000;II;
1357;BLAJ;515400;1;1348;9;3;1;7;1;121683;1001132;121683101132;II;
1366;DELENI-OBÂRȘIE;515401;1;1348;10;3;1;7;1;121683;2004011;121683504016;V;
1375;FLITEȘTI;515402;1;1348;10;3;1;7;1;121683;2004777;121683504782;V;
1384;IZVOARELE;515403;1;1348;10;3;1;7;1;121683;2006269;121683506272;V;
1428;MĂNĂRADE;515404;1;1348;11;3;1;7;1;121683;3007159;121683507168;V;
1393;PETRISAT;515405;1;1348;10;3;1;7;1;121683;2008796;121683508808;V;
1437;SPĂTAC;515406;1;1348;11;3;1;7;1;121683;3011132;121683511149;V;
1400;TIUR;515407;1;1348;10;3;1;7;1;121683;2012073;121683512090;V;
1419;VEZA;515408;1;1348;10;3;1;7;1;121683;2013318;121683513335;V;
1874;MUNICIPIUL SEBEȘ;0;1;10;4;2;1;7;1;1;;121746000000;II;
1883;SEBEȘ;515800;1;1874;9;3;1;7;1;121746;1010791;121746110805;II;
1892;LANCRĂM;515801;1;1874;10;3;1;7;1;121746;2006446;121746506454;V;
1909;PETREȘTI;515850;1;1874;10;3;1;7;1;121746;2008771;121746508789;V;
1918;RĂHĂU;515802;1;1874;11;3;1;7;1;121746;3009789;121746509802;V;
1151;ORAȘ ABRUD;0;1;10;2;2;1;7;1;1;;131871000000;III;
1160;ABRUD;515100;1;1151;17;3;1;7;1;131871;1000009;131871200010;III;
1179;ABRUD-SAT;515101;1;1151;18;3;1;7;1;131871;2000011;131871600011;V;
1188;GURA CORNEI;515102;1;1151;18;3;1;7;1;131871;2005598;131871605605;V;
1197;SOHARU;515103;1;1151;18;3;1;7;1;131871;2011089;131871611106;V;
2915;ORAȘ BAIA DE ARIEȘ;0;1;10;2;2;1;7;1;1;;131882000000;III;
2924;BAIA DE ARIEȘ;515300;1;2915;17;3;1;7;1;131882;1000421;131882200422;III;
2933;BRĂZEȘTI;515301;1;2915;19;3;1;7;1;131882;3001610;131882601611;V;
2942;CIOARA DE SUS;515302;1;2915;19;3;1;7;1;131882;3002756;131882602758;V;
2951;MUNCELU;515303;1;2915;19;3;1;7;1;131882;3007793;131882607800;V;
2960;SARTĂȘ;515304;1;2915;19;3;1;7;1;131882;3010286;131882610300;V;
2979;SIMULEȘTI;515305;1;2915;19;3;1;7;1;131882;3010941;131882610957;V;
1455;ORAȘ CÂMPENI;0;1;10;2;2;1;7;1;1;;131920000000;III;
1464;CÂMPENI;515500;1;1455;17;3;1;7;1;131920;1002334;131920202335;III;
1473;BONCEȘTI;515501;1;1455;18;3;1;7;1;131920;2001344;131920601345;V;
1482;BORLEȘTI;515502;1;1455;18;3;1;7;1;131920;2001378;131920601378;V;
1491;BOTEȘTI;515503;1;1455;18;3;1;7;1;131920;2001439;131920601440;V;
1507;CERTEGE;515504;1;1455;18;3;1;7;1;131920;2002526;131920602527;V;
1516;COASTA VÂSCULUI;515505;1;1455;18;3;1;7;1;131920;2002996;131920602998;V;
1525;DĂNDUȚ;515506;1;1455;18;3;1;7;1;131920;2003837;131920603842;V;
1534;DEALU BISTRII;515507;1;1455;18;3;1;7;1;131920;2003911;131920603916;V;
1543;DEALU CAPSEI;515508;1;1455;18;3;1;7;1;131920;2003914;131920603919;V;
1552;DRIC;515509;1;1455;18;3;1;7;1;131920;2004338;131920604344;V;
1561;FAȚA ABRUDULUI;515510;1;1455;18;3;1;7;1;131920;2004535;131920604540;V;
1570;FLOREȘTI;515511;1;1455;18;3;1;7;1;131920;2004796;131920604789;V;
1589;FURDUIEȘTI;515512;1;1455;18;3;1;7;1;131920;2004944;131920604950;V;
1598;MIHOEȘTI;515513;1;1455;18;3;1;7;1;131920;2007489;131920607498;V;
1605;MOTORĂȘTI;515514;1;1455;18;3;1;7;1;131920;2007738;131920607747;V;
1614;PESTE VALEA BISTRII;515515;1;1455;18;3;1;7;1;131920;2008722;131920608734;V;
1623;PODURI;515516;1;1455;18;3;1;7;1;131920;2009131;131920609141;V;
1632;SORLIȚA;515517;1;1455;18;3;1;7;1;131920;2011125;131920611142;V;
1641;TOMUȘEȘTI;515518;1;1455;18;3;1;7;1;131920;2012124;131920612141;V;
1650;VALEA BISTRII;515519;1;1455;18;3;1;7;1;131920;2012671;131920612687;V;
1669;VALEA CASELOR;515520;1;1455;18;3;1;7;1;131920;2012694;131920612709;V;
1678;VÂRȘI;515521;1;1455;18;3;1;7;1;131920;2013252;131920613268;V;
1696;ORAȘ CUGIR;0;1;10;2;2;1;7;1;1;;131933000000;III;
1703;CUGIR;515600;1;1696;17;3;1;7;1;131933;1003682;131933203685;III;
1712;BOCȘITURA;515601;1;1696;18;3;1;7;1;131933;2001210;131933601211;V;
1721;BUCURU;515602;1;1696;18;3;1;7;1;131933;2001766;131933601767;V;
1730;CĂLENE;515603;1;1696;18;3;1;7;1;131933;2002147;131933602148;V;
1749;FEȚENI;515604;1;1696;18;3;1;7;1;131933;2004710;131933604714;V;
1758;GOAȘELE;515605;1;1696;18;3;1;7;1;131933;2005361;131933605368;V;
1767;MUGEȘTI;515606;1;1696;18;3;1;7;1;131933;2007784;131933607793;V;
1776;VINEREA;515607;1;1696;18;3;1;7;1;131933;2013387;131933613404;V;
1794;ORAȘ OCNA MUREȘ;0;1;10;2;2;1;7;1;1;;131993000000;III;
1801;OCNA MUREȘ;515700;1;1794;17;3;1;7;1;131993;1008160;131993208171;III;
1838;CISTEIU DE MUREȘ;515701;1;1794;19;3;1;7;1;131993;3002867;131993602869;V;
1847;MICOȘLACA;515702;1;1794;19;3;1;7;1;131993;3007422;131993607431;V;
1856;RĂZBOIENI-CETATE;515703;1;1794;19;3;1;7;1;131993;3009831;131993609844;V;
1810;UIOARA DE JOS;515704;1;1794;18;3;1;7;1;131993;2012443;131993612459;V;
1829;UIOARA DE SUS;515705;1;1794;18;3;1;7;1;131993;2012444;131993612460;V;
8096;ORAȘ TEIUȘ;0;1;10;2;2;1;7;1;1;;132056000000;III;
8103;TEIUȘ;515900;1;8096;17;3;1;7;1;132056;1011953;132056211970;III;
8112;BELDIU;515901;1;8096;19;3;1;7;1;132056;3000938;132056600939;V;
8121;CĂPUD;515902;1;8096;19;3;1;7;1;132056;3002238;132056602239;V;
8130;COȘLARIU NOU;515903;1;8096;19;3;1;7;1;132056;3003392;132056603395;V;
8149;PEȚELCA;515904;1;8096;19;3;1;7;1;132056;3008812;132056608824;V;
1936;ORAȘ ZLATNA;0;1;10;2;2;1;7;1;1;;132079000000;III;
1945;ZLATNA;516100;1;1936;17;3;1;7;1;132079;1013705;132079213723;III;
1954;BOTEȘTI;516101;1;1936;19;3;1;7;1;132079;3001442;132079601439;V;
1963;BUDENI;516102;1;1936;19;3;1;7;1;132079;3001794;132079601795;V;
1972;DEALU ROATEI;516103;1;1936;19;3;1;7;1;132079;3003956;132079603961;V;
1981;DOBROT;516104;1;1936;19;3;1;7;1;132079;3004141;132079604147;V;
1990;DUMBRAVA;516105;1;1936;19;3;1;7;1;132079;3004393;132079604405;V;
2005;FENEȘ;516106;1;1936;19;3;1;7;1;132079;3004688;132079604693;V;
2014;GALAȚI;516107;1;1936;19;3;1;7;1;132079;3004957;132079604965;V;
2023;IZVORU AMPOIULUI;516108;1;1936;19;3;1;7;1;132079;3006303;132079606311;V;
2032;PĂTRÂNGENI;516109;1;1936;19;3;1;7;1;132079;3008579;132079608591;V;
2050;PÂRAU GRUIULUI;516110;1;1936;19;3;1;7;1;132079;3008632;132079608644;V;
2041;PIRITA;516111;1;1936;19;3;1;7;1;132079;3008899;132079608911;V;
2069;PODU LUI PAUL;516112;1;1936;19;3;1;7;1;132079;3009112;132079609124;V;
2078;RUNC;516113;1;1936;19;3;1;7;1;132079;3010160;132079610174;V;
2087;RUȘI;516114;1;1936;19;3;1;7;1;132079;3010217;132079610228;V;
2096;SUSENI;516115;1;1936;19;3;1;7;1;132079;3011447;132079611465;V;
2103;TRÂMPOIELE;516116;1;1936;19;3;1;7;1;132079;3012193;132079612210;V;
2112;VALEA MICĂ;516117;1;1936;19;3;1;7;1;132079;3012862;132079612877;V;
2121;VÂLTORI;516118;1;1936;19;3;1;7;1;132079;3013217;132079613234;V;
2130;ALBAC;0;1;10;3;2;3;7;1;1;;150024000000;IV;
2149;ALBAC;517005;1;2130;22;3;3;7;1;150024;1000085;150024300086;IV;
2158;BĂRĂȘTI;517006;1;2130;23;3;3;7;1;150024;3000742;150024700740;V;
2167;BUDĂIEȘTI;517007;1;2130;23;3;3;7;1;150024;3001788;150024701789;V;
2176;CIONEȘTI;517008;1;2130;23;3;3;7;1;150024;3002813;150024702815;V;
2185;COSTEȘTI;517009;1;2130;23;3;3;7;1;150024;3003348;150024703355;V;
2194;DEALU LĂMĂȘOI;517011;1;2130;23;3;3;7;1;150024;3003932;150024703937;V;
2201;DEVE;517012;1;2130;23;3;3;7;1;150024;3004040;150024704045;V;
2210;DUPĂ PLEȘE;517013;1;2130;23;3;3;7;1;150024;3004478;150024704483;V;
2229;FAȚA;517014;1;2130;23;3;3;7;1;150024;3004534;150024704539;V;
2238;PLEȘEȘTI;517016;1;2130;23;3;3;7;1;150024;3008988;150024709000;V;
2247;POTIONCI;517017;1;2130;23;3;3;7;1;150024;3009431;150024709443;V;
2256;ROGOZ;517018;1;2130;23;3;3;7;1;150024;3010010;150024710023;V;
2265;ROȘEȘTI;517019;1;2130;23;3;3;7;1;150024;3010061;150024710074;V;
2274;RUSEȘTI;517021;1;2130;23;3;3;7;1;150024;3010203;150024710217;V;
2283;SOHODOL;517022;1;2130;23;3;3;7;1;150024;3011092;150024711111;V;
2292;TAMBOREȘTI;517023;1;2130;23;3;3;7;1;150024;3011755;150024711772;V;
2309;ALMAȘU MARE;0;1;10;3;2;3;7;1;1;;150045000000;IV;
2318;ALMAȘU MARE;517030;1;2309;22;3;3;7;1;150045;1000153;150045300155;IV;
2327;ALMAȘU DE MIJLOC;517031;1;2309;23;3;3;7;1;150045;3000152;150045700153;V;
2336;BRĂDET;517032;1;2309;23;3;3;7;1;150045;3001557;150045701557;V;
2345;CHEILE CIBULUI;517033;1;2309;23;3;3;7;1;150045;3002576;150045702577;V;
2354;CIB;517034;1;2309;23;3;3;7;1;150045;3002723;150045702724;V;
2363;GLOD;517036;1;2309;23;3;3;7;1;150045;3005337;150045705343;V;
2372;NĂDĂȘTIA;517038;1;2309;23;3;3;7;1;150045;3007871;150045707881;V;
2381;ARIEȘENI;0;1;10;3;2;3;7;1;1;;150082000000;IV;
2390;ARIEȘENI;517040;1;2381;22;3;3;7;1;150082;1000302;150082300303;IV;
2407;AVRĂMEȘTI;517041;1;2381;23;3;3;7;1;150082;3000380;150082700379;V;
2416;BUBEȘTI;517042;1;2381;23;3;3;7;1;150082;3001705;150082701706;V;
2425;CASA DE PIATRĂ;517043;1;2381;23;3;3;7;1;150082;3002069;150082702070;V;
2434;COBLEȘ;517044;1;2381;23;3;3;7;1;150082;3003001;150082703003;V;
2443;DEALU BAJULUI;517046;1;2381;23;3;3;7;1;150082;3003908;150082703913;V;
2452;FAȚA CRISTESEI;517047;1;2381;23;3;3;7;1;150082;3004537;150082704542;V;
2461;FAȚA LĂPUȘULUI;517048;1;2381;23;3;3;7;1;150082;3004538;150082704543;V;
2470;GALBENA;517049;1;2381;23;3;3;7;1;150082;3004961;150082704967;V;
2489;HODOBANA;517051;1;2381;23;3;3;7;1;150082;3005849;150082705857;V;
2498;IZLAZ;517052;1;2381;23;3;3;7;1;150082;3006256;150082706265;V;
2504;PĂNTEȘTI;517053;1;2381;23;3;3;7;1;150082;3008555;150082708567;V;
2513;PĂTRĂHĂIȚEȘTI;517054;1;2381;23;3;3;7;1;150082;3008576;150082708588;V;
2522;POIENIȚA;517056;1;2381;23;3;3;7;1;150082;3009297;150082709305;V;
2531;RAVICEȘTI;517057;1;2381;23;3;3;7;1;150082;3009719;150082709732;V;
2540;STURU;517058;1;2381;23;3;3;7;1;150082;3011368;150082711385;V;
2559;ȘTEI-ARIEȘENI;517059;1;2381;23;3;3;7;1;150082;3011693;150082711710;V;
2568;VANVUCEȘTI;517061;1;2381;23;3;3;7;1;150082;3013041;150082713056;V;
2577;AVRAM IANCU;0;1;10;3;2;3;7;1;1;;150099000000;IV;
2586;AVRAM IANCU;517065;1;2577;22;3;3;7;1;150099;1000371;150099300372;IV;
2595;ACHIMEȚEȘTI;517066;1;2577;23;3;3;7;1;150099;3000017;150099700017;V;
2602;AVRĂMEȘTI;517067;1;2577;23;3;3;7;1;150099;3000379;150099700380;V;
2611;BĂDĂI;517068;1;2577;23;3;3;7;1;150099;3000563;150099700563;V;
2620;BOLDEȘTI;517069;1;2577;23;3;3;7;1;150099;3001327;150099701327;V;
2639;CĂLUGĂREȘTI;517071;1;2577;23;3;3;7;1;150099;3002199;150099702200;V;
2648;CĂSOAIA;517072;1;2577;23;3;3;7;1;150099;3002279;150099702280;V;
2657;CÂNDEȘTI;517073;1;2577;23;3;3;7;1;150099;3002366;150099702365;V;
2666;CÂRĂȘTI;517074;1;2577;23;3;3;7;1;150099;3002373;150099702374;V;
2675;CÂRȚULEȘTI;517076;1;2577;23;3;3;7;1;150099;3002419;150099702420;V;
2684;COCEȘTI;517077;1;2577;23;3;3;7;1;150099;3003010;150099703012;V;
2693;COCOȘEȘTI;517078;1;2577;23;3;3;7;1;150099;3003033;150099703034;V;
2700;COROIEȘTI;517079;1;2577;23;3;3;7;1;150099;3003299;150099703301;V;
2719;DEALU CRIȘULUI;517081;1;2577;23;3;3;7;1;150099;3003918;150099703923;V;
2728;DOLEȘTI;517082;1;2577;23;3;3;7;1;150099;3004171;150099704177;V;
2737;DUMĂCEȘTI;517083;1;2577;23;3;3;7;1;150099;3004383;150099704389;V;
2746;GOJEIEȘTI;517084;1;2577;23;3;3;7;1;150099;3005389;150099705396;V;
2755;HELEREȘTI;517086;1;2577;23;3;3;7;1;150099;3005781;150099705788;V;
2764;INCEȘTI;517087;1;2577;23;3;3;7;1;150099;3006146;150099706153;V;
2773;JOJEI;517088;1;2577;23;3;3;7;1;150099;3006393;150099706401;V;
2782;MĂRTEȘTI;517089;1;2577;23;3;3;7;1;150099;3007240;150099707249;V;
2791;ORGEȘTI;517091;1;2577;23;3;3;7;1;150099;3008327;150099708339;V;
2808;PĂTRUȚEȘTI;517092;1;2577;23;3;3;7;1;150099;3008583;150099708595;V;
2817;PLAI;517093;1;2577;23;3;3;7;1;150099;3008944;150099708953;V;
2826;PUȘELEȘTI;517094;1;2577;23;3;3;7;1;150099;3009628;150099709641;V;
2835;ȘOICEȘTI;517096;1;2577;23;3;3;7;1;150099;3011621;150099711637;V;
2844;ȘTERTEȘTI;517097;1;2577;23;3;3;7;1;150099;3011695;150099711712;V;
2853;TÂRSA;517098;1;2577;23;3;3;7;1;150099;3011919;150099711936;V;
2862;TÂRSA-PLAI;517099;1;2577;23;3;3;7;1;150099;3011922;150099711939;V;
2871;VALEA MACIULUI;517101;1;2577;23;3;3;7;1;150099;3012815;150099712830;V;
2880;VALEA UȚULUI;517102;1;2577;23;3;3;7;1;150099;3013011;150099713026;V;
2899;VERDEȘTI;517103;1;2577;23;3;3;7;1;150099;3013292;150099713309;V;
2906;VIDRIȘOARA;517104;1;2577;23;3;3;7;1;150099;3013344;150099713361;V;
2988;BERGHIN;0;1;10;3;2;3;7;1;1;;150235000000;IV;
2997;BERGHIN;517110;1;2988;22;3;3;7;1;150235;1001007;150235301008;IV;
3002;GHIRBOM;517111;1;2988;23;3;3;7;1;150235;3005246;150235705253;V;
3011;HENIG;517112;1;2988;23;3;3;7;1;150235;3005788;150235705796;V;
3020;STRAJA;517113;1;2988;23;3;3;7;1;150235;3011302;150235711316;V;
3039;BISTRA;0;1;10;3;2;3;7;1;1;;150266000000;IV;
3048;BISTRA;517115;1;3039;22;3;3;7;1;150266;1001102;150266301105;IV;
3057;ARONEȘTI;517116;1;3039;23;3;3;7;1;150266;3000323;150266700324;V;
3066;BĂLEȘTI;517117;1;3039;23;3;3;7;1;150266;3000668;150266700665;V;
3075;BĂLEȘTI-CĂTUN;517118;1;3039;23;3;3;7;1;150266;3000670;150266700669;V;
3084;BÂRLEȘTI;517119;1;3039;23;3;3;7;1;150266;3000838;150266700839;V;
3093;CHELETENI;517121;1;3039;23;3;3;7;1;150266;3002578;150266702579;V;
3100;CIULDEȘTI;517122;1;3039;23;3;3;7;1;150266;3002894;150266702896;V;
3119;CREȚEȘTI;517123;1;3039;23;3;3;7;1;150266;3003549;150266703553;V;
3137;DÂMBURENI;517124;1;3039;23;3;3;7;1;150266;3003874;150266703879;V;
3128;DEALU MUNTELUI;517126;1;3039;23;3;3;7;1;150266;3003948;150266703953;V;
3146;DURĂȘTI;517127;1;3039;23;3;3;7;1;150266;3004481;150266704486;V;
3155;GĂNEȘTI;517128;1;3039;23;3;3;7;1;150266;3005039;150266705045;V;
3164;GÂRDE;517129;1;3039;23;3;3;7;1;150266;3005100;150266705107;V;
3173;HODIȘEȘTI;517131;1;3039;23;3;3;7;1;150266;3005846;150266705854;V;
3182;HUDRICEȘTI;517132;1;3039;23;3;3;7;1;150266;3005947;150266705955;V;
3191;LIPAIA;517133;1;3039;23;3;3;7;1;150266;3006644;150266706653;V;
3208;LUNCA LARGĂ;517134;1;3039;23;3;3;7;1;150266;3006836;150266706846;V;
3217;LUNCA MERILOR;517136;1;3039;23;3;3;7;1;150266;3006841;150266706850;V;
3226;MIHĂIEȘTI;517137;1;3039;23;3;3;7;1;150266;3007473;150266707483;V;
3235;NĂMAȘ;517138;1;3039;23;3;3;7;1;150266;3007879;150266707889;V;
3244;NOVĂCEȘTI;517139;1;3039;23;3;3;7;1;150266;3008086;150266708096;V;
3253;PERJEȘTI;517141;1;3039;23;3;3;7;1;150266;3008712;150266708724;V;
3262;POIANA;517142;1;3039;23;3;3;7;1;150266;3009178;150266709172;V;
3271;POIU;517143;1;3039;23;3;3;7;1;150266;3009305;150266709317;V;
3280;RĂTITIȘ;517144;1;3039;23;3;3;7;1;150266;3009818;150266709831;V;
3299;RUNCURI;517146;1;3039;23;3;3;7;1;150266;3010180;150266710193;V;
3306;SĂLĂGEȘTI;517147;1;3039;23;3;3;7;1;150266;3010414;150266710427;V;
3315;ȘTEFANCA;517148;1;3039;23;3;3;7;1;150266;3011675;150266711692;V;
3324;TOLĂCEȘTI;517149;1;3039;23;3;3;7;1;150266;3012102;150266712119;V;
3333;TOMNATEC;517151;1;3039;23;3;3;7;1;150266;3012112;150266712130;V;
3342;TRIȘOREȘTI;517152;1;3039;23;3;3;7;1;150266;3012224;150266712241;V;
3351;ȚĂRĂNEȘTI;517153;1;3039;23;3;3;7;1;150266;3012335;150266712352;V;
3360;VÂRȘI-RONTU;517154;1;3039;23;3;3;7;1;150266;3013253;150266713269;V;
3379;VÂRȘII MARI;517156;1;3039;23;3;3;7;1;150266;3013254;150266713270;V;
3388;VÂRȘII MICI;517157;1;3039;23;3;3;7;1;150266;3013255;150266713271;V;
3397;BLANDIANA;0;1;10;3;2;3;7;1;1;;150272000000;IV;
3404;BLANDIANA;517160;1;3397;22;3;3;7;1;150272;1001136;150272301137;IV;
3413;ACMARIU;517161;1;3397;23;3;3;7;1;150272;3000021;150272700021;V;
3422;IBRU;517162;1;3397;23;3;3;7;1;150272;3006045;150272706053;V;
3431;POIENI;517163;1;3397;23;3;3;7;1;150272;3009269;150272709281;V;
3440;RĂCĂTĂU;517164;1;3397;23;3;3;7;1;150272;3009728;150272709741;V;
9026;BUCERDEA GRÂNOASĂ;0;1;10;3;2;3;7;1;1;;150398000000;;0
4204;BUCERDEA GRÂNOASĂ;517261;1;9026;22;3;3;7;1;150398;3001709;150398301710;V;
4213;CORNU;517262;1;9026;23;3;3;7;1;150398;3003279;150398703283;V;
4222;PĂDURE;517263;1;9026;23;3;3;7;1;150398;3008481;150398708493;V;
4231;PÂNCA;517264;1;9026;23;3;3;7;1;150398;3008624;150398708636;V;
3459;BUCIUM;0;1;10;3;2;3;7;1;1;;150402000000;IV;
3468;BUCIUM;517165;1;3459;22;3;3;7;1;150402;1001723;150402301726;IV;
3477;ANGHELEȘTI;517166;1;3459;23;3;3;7;1;150402;3000215;150402700215;V;
3486;BISERICANI;517167;1;3459;23;3;3;7;1;150402;3001098;150402701099;V;
3495;BUCIUM-SAT;517168;1;3459;23;3;3;7;1;150402;3001728;150402701729;V;
3501;CERBU;517169;1;3459;23;3;3;7;1;150402;3002481;150402702479;V;
3510;CIUCULEȘTI;517171;1;3459;23;3;3;7;1;150402;3002882;150402702884;V;
3529;COLEȘENI;517172;1;3459;23;3;3;7;1;150402;3003070;150402703072;V;
3538;DOGĂREȘTI;517173;1;3459;23;3;3;7;1;150402;3004162;150402704168;V;
3547;FEREȘTI;517174;1;3459;23;3;3;7;1;150402;3004696;150402704700;V;
3556;FLOREȘTI;517176;1;3459;23;3;3;7;1;150402;3004789;150402704792;V;
3565;GURA IZBITEI;517177;1;3459;23;3;3;7;1;150402;3005613;150402705620;V;
3574;HELEȘTI;517178;1;3459;23;3;3;7;1;150402;3005784;150402705791;V;
3583;IZBICIOARA;517179;1;3459;23;3;3;7;1;150402;3006250;150402706259;V;
3592;IZBITA;517181;1;3459;23;3;3;7;1;150402;3006251;150402706260;V;
3609;JURCUIEȘTI;517182;1;3459;23;3;3;7;1;150402;3006423;150402706431;V;
3618;LUPULEȘTI;517183;1;3459;23;3;3;7;1;150402;3006918;150402706926;V;
3627;MĂGURA;517184;1;3459;23;3;3;7;1;150402;3007099;150402707100;V;
3636;MUNTARI;517186;1;3459;23;3;3;7;1;150402;3007800;150402707809;V;
3645;PETRENI;517187;1;3459;23;3;3;7;1;150402;3008766;150402708780;V;
3654;POIANA;517188;1;3459;23;3;3;7;1;150402;3009170;150402709185;V;
3663;POIENI;517189;1;3459;23;3;3;7;1;150402;3009270;150402709284;V;
3672;STÂLNIȘOARA;517191;1;3459;23;3;3;7;1;150402;3011205;150402711222;V;
3681;VALEA ABRUZEL;517192;1;3459;23;3;3;7;1;150402;3012646;150402712662;V;
3690;VALEA ALBĂ;517193;1;3459;23;3;3;7;1;150402;3012649;150402712665;V;
3707;VALEA CERBULUI;517194;1;3459;23;3;3;7;1;150402;3012701;150402712717;V;
3716;VALEA NEGRILESII;517196;1;3459;23;3;3;7;1;150402;3012883;150402712898;V;
3725;VALEA POIENII;517197;1;3459;23;3;3;7;1;150402;3012906;150402712921;V;
3734;VALEA ȘESII;517198;1;3459;23;3;3;7;1;150402;3012982;150402712998;V;
3743;VĂLENI;517199;1;3459;23;3;3;7;1;150402;3013109;150402713119;V;
3752;VÂLCEA;517201;1;3459;23;3;3;7;1;150402;3013186;150402713202;V;
4106;CÂLNIC;0;1;10;3;2;3;7;1;1;;150518000000;IV;
4115;CÂLNIC;517205;1;4106;22;3;3;7;1;150518;1002323;150518302324;IV;
4133;DEAL;517207;1;4106;23;3;3;7;1;150518;3003900;150518703905;V;
3761;CENADE;0;1;10;3;2;3;7;1;1;;150545000000;IV;
3770;CENADE;517210;1;3761;22;3;3;7;1;150545;1002455;150545302456;IV;
3789;CAPU DEALULUI;517211;1;3761;23;3;3;7;1;150545;3002037;150545702038;V;
3798;GORGAN;517212;1;3761;23;3;3;7;1;150545;3005416;150545705423;V;
3805;CERGĂU;0;1;10;3;2;3;7;1;1;;150554000000;IV;
3814;CERGĂU MARE;517216;1;3805;22;3;3;7;1;150554;1002490;150554302491;IV;
3823;CERGĂU MIC;517217;1;3805;23;3;3;7;1;150554;3002491;150554702492;V;
3832;LUPU;517218;1;3805;23;3;3;7;1;150554;3006915;150554706923;V;
3841;CERU-BĂCĂINȚI;0;1;10;3;2;3;7;1;1;;150566000000;IV;
3850;CERU-BĂCĂINȚI;517220;1;3841;22;3;3;7;1;150566;1002532;150566302533;IV;
3869;BOLOVĂNEȘTI;517221;1;3841;23;3;3;7;1;150566;3001341;150566701342;V;
3878;BULBUC;517222;1;3841;23;3;3;7;1;150566;3001860;150566701861;V;
3887;CUCUTA;517223;1;3841;23;3;3;7;1;150566;3003673;150566703676;V;
3896;CURPENI;517224;1;3841;23;3;3;7;1;150566;3003732;150566703736;V;
3903;DUMBRĂVIȚA;517226;1;3841;23;3;3;7;1;150566;3004436;150566704442;V;
3912;FÂNTÂNELE;517227;1;3841;23;3;3;7;1;150566;3004641;150566704638;V;
3921;GROȘI;517228;1;3841;23;3;3;7;1;150566;3005545;150566705550;V;
3930;VALEA MARE;517229;1;3841;23;3;3;7;1;150566;3012831;150566712842;V;
3949;VIEZURI;517231;1;3841;23;3;3;7;1;150566;3013347;150566713364;V;
3958;CETATEA DE BALTĂ;0;1;10;3;2;3;7;1;1;;150571000000;IV;
3967;CETATEA DE BALTĂ;517235;1;3958;22;3;3;7;1;150571;1002544;150571302545;IV;
3976;CRACIUNELU DE SUS;517236;1;3958;23;3;3;7;1;150571;3003481;150571703484;V;
3985;SÂNTĂMĂRIE;517237;1;3958;23;3;3;7;1;150571;3010646;150571710659;V;
3994;TĂTÂRLAUA;517238;1;3958;23;3;3;7;1;150571;3011850;150571711867;V;
1071;CIUGUD;0;1;10;3;2;3;7;1;1;;150637000000;IV;
1080;CIUGUD;517240;1;1071;22;3;3;7;1;150637;1002886;150637302888;IV;
1099;DRÂMBAR;517241;1;1071;23;3;3;7;1;150637;3004333;150637704339;V;
1115;HĂPRIA;517243;1;1071;23;3;3;7;1;150637;3005735;150637705742;V;
1106;LIMBA;2516;1;1071;23;3;3;7;1;150637;3004392;150637706639;V;
1124;ȘEUȘA;517244;1;1071;23;3;3;7;1;150637;3011548;150637711564;V;
1133;TELEAC;517246;1;1071;23;3;3;7;1;150637;3011961;150637711979;V;
4008;CIURULEASA;0;1;10;3;2;3;7;1;1;;150648000000;IV;
4017;CIURULEASA;517250;1;4008;22;3;3;7;1;150648;1002939;150648302941;IV;
