SIRUTA;DENLOC;CODP;JUD;SIRSUP;TIP;NIV;MED;REGIUNE;FSJ;FS2;FS3;FSL;rang;fictiv
134835;VITIOARA DE SUS;107469;29;134755;23;3;3;3;31;3152278;3013435;3152278713451;V;
134844;ZÂMBROAIA;107471;29;134755;23;3;3;3;31;3152278;3013661;3152278713679;V;
134853;PROVIȚA DE JOS;107475;29;298;3;2;3;3;31;31;;3152291000000;IV;
134862;PROVIȚA DE JOS;107475;29;134853;22;3;3;3;31;3152291;1009568;3152291309581;IV;
134871;DRĂGĂNEASA;107476;29;134853;23;3;3;3;31;3152291;3004278;3152291704284;V;
134880;PIATRA;107480;29;134853;23;3;3;3;31;3152291;3008818;3152291708835;V;
134899;PROVIȚA DE SUS;107480;29;298;3;2;3;3;31;31;;3152292000000;IV;
134906;PROVIȚA DE SUS;107480;29;134899;22;3;3;3;31;3152292;1009569;3152292309582;IV;
134915;IZVORU;107481;29;134899;23;3;3;3;31;3152292;3006292;3152292706310;V;
134924;PLAIU;107482;29;134899;23;3;3;3;31;3152292;3008948;3152292708959;V;
134933;VALEA BRADULUI;107483;29;134899;23;3;3;3;31;3152292;3012679;3152292712697;V;
134942;PUCHENII MARI;107485;29;298;3;2;3;3;31;31;;3152299000000;IV;
134951;PUCHENII MARI;107485;29;134942;22;3;3;3;31;3152299;1009587;3152299309600;IV;
134960;MIROSLĂVEȘTI;107486;29;134942;23;3;3;3;31;3152299;3007566;3152299707575;V;
134979;MOARA;107487;29;134942;23;3;3;3;31;3152299;3007600;3152299707609;V;
134988;ODĂILE;107488;29;134942;23;3;3;3;31;3152299;3008183;3152299708194;V;
134997;PIETROȘANI;107489;29;134942;23;3;3;3;31;3152299;3008880;3152299708893;V;
135002;PUCHENII MICI;107491;29;134942;23;3;3;3;31;3152299;3009588;3152299709601;V;
135011;PUCHENII MOȘNENI;107492;29;134942;23;3;3;3;31;3152299;3009589;3152299709602;V;
135020;RÂFOV;107495;29;298;3;2;3;3;31;31;;3152357000000;IV;
135039;RÂFOV;107495;29;135020;22;3;3;3;31;3152357;1009844;3152357309857;IV;
135048;ANTOFILOAIA;107496;29;135020;23;3;3;3;31;3152357;3000235;3152357700236;V;
135057;BUCHILAȘI;107497;29;135020;23;3;3;3;31;3152357;3001715;3152357701716;V;
135066;BUDA;2030;29;135020;23;3;3;3;31;3152357;3001775;3152357701783;V;
135075;GOGA;107499;29;135020;23;3;3;3;31;3152357;3005371;3152357705378;V;
135084;MĂLĂIEȘTI;107501;29;135020;23;3;3;3;31;3152357;3007141;3152357707151;V;
135093;MOARA DOMNEASCĂ;107502;29;135020;23;3;3;3;31;3152357;3007607;3152357707616;V;
135100;PALANCA;107503;29;135020;23;3;3;3;31;3152357;3008416;3152357708430;V;
135119;SICRITA;107504;29;135020;23;3;3;3;31;3152357;3010889;3152357710905;V;
135128;SALCIA;107505;29;298;3;2;3;3;31;31;;3152445000000;IV;
135137;SALCIA;107505;29;135128;22;3;3;3;31;3152445;1010250;3152445310268;IV;
135146;SĂLCIILE;0;29;298;3;2;3;3;31;31;;3152487000000;IV;
135155;SĂLCIILE;107510;29;135146;22;3;3;3;31;3152487;1010428;3152487310441;IV;
135244;SÂNGERU;107515;29;298;3;2;3;3;31;31;;3152524000000;IV;
135253;SÂNGERU;107515;29;135244;22;3;3;3;31;3152524;1010594;3152524310607;IV;
135262;BUTUCI;107516;29;135244;23;3;3;3;31;3152524;3001971;3152524701972;V;
135271;MIREȘU MARE;107517;29;135244;23;3;3;3;31;3152524;3007554;3152524707564;V;
135280;MIREȘU MIC;107518;29;135244;23;3;3;3;31;3152524;3007556;3152524707565;V;
135299;PIATRA MICĂ;107519;29;135244;23;3;3;3;31;3152524;3008831;3152524708843;V;
135306;TISA;107521;29;135244;23;3;3;3;31;3152524;3012052;3152524712072;V;
135164;SCORȚENI;0;29;298;3;2;3;3;31;31;;3152561000000;IV;
135173;SCORȚENI;107525;29;135164;22;3;3;3;31;3152561;1010760;3152561310775;IV;
135182;BORDENII MARI;107526;29;135164;23;3;3;3;31;3152561;3001366;3152561701367;V;
135191;BORDENII MICI;107527;29;135164;23;3;3;3;31;3152561;3001367;3152561701368;V;
135208;MISLEA;107528;29;135164;23;3;3;3;31;3152561;3007574;3152561707584;V;
135217;SÂRCA;107529;29;135164;23;3;3;3;31;3152561;3010681;3152561710696;V;
135226;SECĂRIA;0;29;298;3;2;3;3;31;31;;3152573000000;IV;
135235;SECĂRIA;107530;29;135226;22;3;3;3;31;3152573;1010804;3152573310818;IV;
135315;STARCHIOJD;107535;29;298;3;2;3;3;31;31;;3152644000000;IV;
135324;STARCHIOJD;107535;29;135315;22;3;3;3;31;3152644;1011168;3152644311185;IV;
135342;BRĂDET;107537;29;135315;23;3;3;3;31;3152644;3001556;3152644701561;V;
135351;GRESIA;107538;29;135315;23;3;3;3;31;3152644;3005504;3152644705511;V;
135379;ROTAREA;107540;29;135315;23;3;3;3;31;3152644;3010098;3152644710111;V;
135388;VALEA ANEI;107542;29;135315;23;3;3;3;31;3152644;3012653;3152644712669;V;
135397;ZMEURET;107543;29;135315;23;3;3;3;31;3152644;3013713;3152644713731;V;
135404;SURANI;0;29;298;3;2;3;3;31;31;;3152695000000;IV;
135413;SURANI;107545;29;135404;22;3;3;3;31;3152695;1011423;3152695311440;IV;
135422;PĂCURI;107546;29;135404;23;3;3;3;31;3152695;3008476;3152695708488;V;
135431;ȘIRNA;0;29;298;3;2;3;3;31;31;;3152747000000;IV;
135440;ȘIRNA;107550;29;135431;22;3;3;3;31;3152747;1011603;3152747311619;IV;
135459;BRĂTEȘTI;107551;29;135431;23;3;3;3;31;3152747;3001596;3152747701603;V;
135468;COCEANA;107552;29;135431;23;3;3;3;31;3152747;3003008;3152747703010;V;
135477;HĂBUD;107553;29;135431;23;3;3;3;31;3152747;3005712;3152747705719;V;
135486;TĂRICENI;107554;29;135431;23;3;3;3;31;3152747;3011819;3152747711837;V;
135495;VARNIȚA;107556;29;135431;23;3;3;3;31;3152747;3013053;3152747713068;V;
135501;ȘOIMARI;0;29;298;3;2;3;3;31;31;;3152753000000;IV;
135510;ȘOIMARI;107560;29;135501;22;3;3;3;31;3152753;1011622;3152753311638;IV;
135529;LOPATNIȚA;107561;29;135501;23;3;3;3;31;3152753;3006721;3152753706730;V;
135538;MĂGURA;107562;29;135501;23;3;3;3;31;3152753;3007092;3152753707110;V;
135547;ȘOTRILE;0;29;298;3;2;3;3;31;31;;3152761000000;IV;
135556;ȘOTRILE;107565;29;135547;22;3;3;3;31;3152761;1011661;3152761311677;IV;
135565;LUNCA MARE;107566;29;135547;23;3;3;3;31;3152761;3006839;3152761706848;V;
135574;PLAIU CÂMPINEI;107567;29;135547;23;3;3;3;31;3152761;3008949;3152761708961;V;
135583;PLAIU CORNULUI;107568;29;135547;23;3;3;3;31;3152761;3008950;3152761708962;V;
135592;SECIURI;107569;29;135547;23;3;3;3;31;3152761;3010812;3152761710826;V;
135609;VISTIERU;107571;29;135547;23;3;3;3;31;3152761;3013408;3152761713424;V;
135618;ȘTEFEȘTI;0;29;298;3;2;3;3;31;31;;3152773000000;IV;
135627;ȘTEFEȘTI;107544;29;135618;22;3;3;3;31;3152773;1011690;3152773311707;IV;
135636;SCURTEȘTI;107576;29;135618;23;3;3;3;31;3152773;3010774;3152773710789;V;
135645;TÂRȘORENI;107577;29;135618;23;3;3;3;31;3152773;3011924;3152773711941;V;
135654;TALEA;0;29;298;3;2;3;3;31;31;;3152785000000;IV;
135663;TALEA;107580;29;135654;22;3;3;3;31;3152785;1011744;3152785311761;IV;
135672;PLAIU;107581;29;135654;23;3;3;3;31;3152785;3008947;3152785708960;V;
135681;TĂTARU;0;29;298;3;2;3;3;31;31;;3152805000000;IV;
135690;TĂTARU;107585;29;135681;22;3;3;3;31;3152805;1011830;3152805311849;IV;
135707;PODGORIA;107586;29;135681;23;3;3;3;31;3152805;3009084;3152805709097;V;
135716;SILIȘTEA;107587;29;135681;23;3;3;3;31;3152805;3010905;3152805710929;V;
130892;TÂRGȘORU VECHI;107590;29;298;3;2;3;3;31;31;;3152818000000;IV;
130909;STREJNICU;107592;29;130892;22;3;3;3;31;3152818;1011330;3152818311347;IV;
130918;STĂNCEȘTI;107591;29;130892;23;3;3;3;31;3152818;3011172;3152818711191;V;
130927;TÂRGȘORU VECHI;107590;29;130892;23;3;3;3;31;3152818;3011887;3152818711904;V;
130936;ZAHANAUA;107593;29;130892;23;3;3;3;31;3152818;3013597;3152818713615;V;
135725;TEIȘANI;0;29;298;3;2;3;3;31;31;;3152828000000;IV;
135734;TEIȘANI;107595;29;135725;22;3;3;3;31;3152828;1011942;3152828311959;IV;
135743;BUGHEA DE SUS;107596;29;135725;23;3;3;3;31;3152828;3001830;3152828701831;V;
135752;OLTENI;107597;29;135725;23;3;3;3;31;3152828;3008260;3152828708277;V;
135761;ȘTUBEIU;107598;29;135725;23;3;3;3;31;3152828;3011710;3152828711727;V;
135770;VALEA STÂLPULUI;107599;29;135725;23;3;3;3;31;3152828;3012972;3152828712987;V;
135789;TELEGA;0;29;298;3;2;3;3;31;31;;3152831000000;IV;
135798;TELEGA;107600;29;135789;22;3;3;3;31;3152831;1011968;3152831311985;IV;
135805;BOȘILCEȘTI;107601;29;135789;23;3;3;3;31;3152831;3001425;3152831701426;V;
135814;BUȘTENARI;107602;29;135789;23;3;3;3;31;3152831;3001947;3152831701948;V;
135823;DOFTANA;107603;29;135789;23;3;3;3;31;3152831;3004158;3152831704164;V;
135832;MELICEȘTI;107604;29;135789;23;3;3;3;31;3152831;3007338;3152831707347;V;
135841;ȚONȚEȘTI;107605;29;135789;23;3;3;3;31;3152831;3012405;3152831712421;V;
135850;TINOSU;0;29;298;3;2;3;3;31;31;;3152852000000;IV;
135869;TINOSU;107610;29;135850;22;3;3;3;31;3152852;1012039;3152852312056;IV;
135887;PISCULEȘTI;107611;29;135850;23;3;3;3;31;3152852;3008919;3152852708931;V;
135878;PREDEȘTI;107612;29;135850;23;3;3;3;31;3152852;3009471;3152852709486;V;
135896;TOMȘANI;0;29;298;3;2;3;3;31;31;;3152867000000;IV;
135903;TOMȘANI;107615;29;135896;22;3;3;3;31;3152867;1012119;3152867312138;IV;
135912;LOLOIASCA;107616;29;135896;23;3;3;3;31;3152867;3006716;3152867706725;V;
135921;MAGULA;107617;29;135896;23;3;3;3;31;3152867;3006938;3152867706947;V;
135930;SĂTUCU;107618;29;135896;23;3;3;3;31;3152867;3010540;3152867710554;V;
136269;VADU SĂPAT;107244;29;298;3;2;3;3;31;31;;3152975000000;;0
133321;VADU SĂPAT;107244;29;136269;22;3;3;3;31;3152975;3012621;3152975312637;V;
133303;GHINOAICA;107242;29;136269;23;3;3;3;31;3152975;3005232;3152975705239;V;
133312;UNGURENI;107243;29;136269;23;3;3;3;31;3152975;3012492;3152975712525;V;
135949;VALEA CĂLUGĂREASCĂ;0;29;298;3;2;3;3;31;31;;3152980000000;IV;
135958;VALEA CĂLUGĂREASCĂ;107620;29;135949;22;3;3;3;31;3152980;1012697;3152980312713;IV;
135967;ARVA;107621;29;135949;23;3;3;3;31;3152980;3000344;3152980700344;V;
135976;COSLEGI;107622;29;135949;23;3;3;3;31;3152980;3003324;3152980703327;V;
135985;DÂRVARI;107623;29;135949;23;3;3;3;31;3152980;3003891;3152980703898;V;
135994;PANTAZI;107624;29;135949;23;3;3;3;31;3152980;3008443;3152980708455;V;
136009;RACHIERI;107626;29;135949;23;3;3;3;31;3152980;3009647;3152980709660;V;
136018;RADILA;107627;29;135949;23;3;3;3;31;3152980;3009676;3152980709689;V;
136027;SCHIAU;107628;29;135949;23;3;3;3;31;3152980;3010717;3152980710731;V;
136036;VALEA LARGĂ;107629;29;135949;23;3;3;3;31;3152980;3012770;3152980712789;V;
136045;VALEA MANTEI;107631;29;135949;23;3;3;3;31;3152980;3012816;3152980712831;V;
136054;VALEA NICOVANI;107632;29;135949;23;3;3;3;31;3152980;3012885;3152980712900;V;
136063;VALEA POIENII;107633;29;135949;23;3;3;3;31;3152980;3012905;3152980712924;V;
136072;VALEA POPII;107634;29;135949;23;3;3;3;31;3152980;3012913;3152980712930;V;
136081;VALEA URSOII;107636;29;135949;23;3;3;3;31;3152980;3013003;3152980713018;V;
136090;VÂRFURILE;107637;29;135949;23;3;3;3;31;3152980;3013246;3152980713263;V;
136107;VALEA DOFTANEI;107640;29;298;3;2;3;3;31;31;;3152985000000;IV;
136116;TEȘILA;107645;29;136107;22;3;3;3;31;3152985;1011995;3152985312012;IV;
136125;TRĂISTENI;107641;29;136107;23;3;3;3;31;3152985;3012192;3152985712209;V;
136134;VĂRBILĂU;107650;29;298;3;2;3;3;31;31;;3153036000000;IV;
136143;VĂRBILĂU;107650;29;136134;22;3;3;3;31;3153036;1013159;3153036313175;IV;
136152;COȚOFENEȘTI;107651;29;136134;23;3;3;3;31;3153036;3003450;3153036703453;V;
136161;LIVADEA;107652;29;136134;23;3;3;3;31;3153036;3006687;3153036706696;V;
136170;PODU URSULUI;107653;29;136134;23;3;3;3;31;3153036;3009125;3153036709137;V;
136189;POIANA VĂRBILĂU;107654;29;136134;23;3;3;3;31;3153036;3009249;3153036709261;V;
136198;VÂLCĂNEȘTI;107655;29;298;3;2;3;3;31;31;;3153040000000;IV;
136205;VÂLCĂNEȘTI;107655;29;136198;22;3;3;3;31;3153040;1013185;3153040313201;IV;
136214;CÂRJARI;107656;29;136198;23;3;3;3;31;3153040;3002381;3153040702382;V;
136223;TRESTIOARA;107657;29;136198;23;3;3;3;31;3153040;3012213;3153040712233;V;
305;JUDEȚUL SATU MARE;0;30;1;40;1;0;6;32;;;3200000000000;;
136483;MUNICIPIUL SATU MARE;440000;30;305;1;2;1;6;32;32;;3211744000000;II;
136492;SATU MARE;0;30;136483;9;3;1;6;32;3211744;1010307;3211744110321;II;
136508;SĂTMĂREL;440001;30;136483;10;3;1;6;32;3211744;2010537;3211744510550;V;
136526;MUNICIPIUL CAREI;445100;30;305;4;2;1;6;32;32;;3221693000000;II;
136535;CAREI;445100;30;136526;9;3;1;6;32;3221693;1002059;3221693102060;II;
136544;IANCULEȘTI;445101;30;136526;10;3;1;6;32;3221693;2006012;3221693506022;V;
138039;ORAȘ LIVADA;447180;30;305;2;2;1;6;32;32;;3231865000000;IV;
138048;LIVADA;447180;30;138039;17;3;1;6;32;3231865;1006676;3231865206691;IV;
138057;ADRIAN;447181;30;138039;18;3;1;6;32;3231865;3000038;3231865600038;V;
138066;DUMBRAVA;447182;30;138039;18;3;1;6;32;3231865;3004388;3231865604408;V;
138075;LIVADA MICĂ;447183;30;138039;18;3;1;6;32;3231865;3006685;3231865606695;V;
136848;ORAȘ ARDUD;447020;30;305;2;2;1;6;32;32;;3231877000000;IV;
136857;ARDUD;447020;30;136848;17;3;1;6;32;3231877;1000284;3231877200285;IV;
136866;ARDUD-VII;447021;30;136848;19;3;1;6;32;3231877;3000285;3231877600286;V;
136875;BABA NOVAC;447022;30;136848;19;3;1;6;32;3231877;3000392;3231877600393;V;
136884;GERĂUȘA;447023;30;136848;19;3;1;6;32;3231877;3005149;3231877605156;V;
136893;MĂDĂRAS;447024;30;136848;18;3;1;6;32;3231877;3007067;3231877607076;V;
136900;SĂRĂTURA;447026;30;136848;19;3;1;6;32;3231877;3010499;3231877610513;V;
136599;ORAȘ NEGREȘTI-OAȘ;445200;30;305;2;2;1;6;32;32;;3231988000000;III;
136606;NEGREȘTI-OAȘ;445200;30;136599;17;3;1;6;32;3231988;1007960;3231988207970;III;
136615;LUNA;445201;30;136599;18;3;1;6;32;3231988;2006774;3231988606784;V;
136624;TUR;445202;30;136599;18;3;1;6;32;3231988;2012281;3231988612298;V;
136642;ORAȘ TĂȘNAD;445300;30;305;2;2;1;6;32;32;;3232047000000;III;
136651;TĂȘNAD;445300;30;136642;17;3;1;6;32;3232047;1011828;3232047211845;III;
136660;BLAJA;445301;30;136642;19;3;1;6;32;3232047;3001133;3232047601134;V;
136679;CIG;445302;30;136642;19;3;1;6;32;3232047;3002741;3232047602743;V;
136688;RAȚIU;445303;30;136642;19;3;1;6;32;3232047;3009717;3232047609730;V;
136697;SĂRĂUAD;445304;30;136642;19;3;1;6;32;3232047;3010505;3232047610518;V;
136704;VALEA MORII;445305;30;136642;19;3;1;6;32;3232047;3012871;3232047612888;V;
136713;ACÂȘ;447005;30;305;3;2;3;6;32;32;;3250006000000;IV;
136722;ACÂȘ;447005;30;136713;22;3;3;6;32;3250006;1000016;3250006300016;IV;
136731;GANAȘ;447006;30;136713;23;3;3;6;32;3250006;3004981;3250006704987;V;
136740;MIHĂIENI;447007;30;136713;23;3;3;6;32;3250006;3007471;3250006707480;V;
136759;UNIMĂT;447008;30;136713;23;3;3;6;32;3250006;3012513;3250006712529;V;
179873;AGRIȘ;447066;30;305;3;2;3;6;32;32;;3250021000000;;0
137201;AGRIȘ;447066;30;179873;22;3;3;6;32;3250021;3000068;3250021300069;V;
137210;CIUPERCENI;447067;30;179873;23;3;3;6;32;3250021;3002920;3250021702922;V;
136768;ANDRID;447010;30;305;3;2;3;6;32;32;;3250059000000;IV;
136777;ANDRID;447010;30;136768;22;3;3;6;32;3250059;1000212;3250059300213;IV;
136786;DINDEȘTI;447011;30;136768;23;3;3;6;32;3250059;3004072;3250059704077;V;
136795;IRINA;447012;30;136768;23;3;3;6;32;3250059;3006203;3250059706212;V;
136802;APA;447015;30;305;3;2;3;6;32;32;;3250064000000;IV;
136811;APA;447015;30;136802;22;3;3;6;32;3250064;1000238;3250064300239;IV;
136820;LUNCA APEI;447016;30;136802;23;3;3;6;32;3250064;3006812;3250064706821;V;
136839;SOMEȘENI;447017;30;136802;23;3;3;6;32;3250064;3011116;3250064711133;V;
136919;BĂTARCI;447030;30;305;3;2;3;6;32;32;;3250186000000;IV;
136928;BĂTARCI;447030;30;136919;22;3;3;6;32;3250186;1000784;3250186300783;IV;
136937;COMLĂUȘA;447031;30;136919;23;3;3;6;32;3250186;3003136;3250186703139;V;
136946;ȘIRLĂU;447032;30;136919;23;3;3;6;32;3250186;3011602;3250186711618;V;
136955;TĂMĂȘENI;447033;30;136919;23;3;3;6;32;3250186;3011802;3250186711820;V;
137103;BÂRSĂU;447035;30;305;3;2;3;6;32;32;;3250202000000;IV;
137112;BÂRSĂU DE SUS;447036;30;137103;22;3;3;6;32;3250202;1000859;3250202300859;IV;
137121;BÂRSĂU DE JOS;447037;30;137103;23;3;3;6;32;3250202;3000858;3250202700858;V;
136964;BELTIUG;447040;30;305;3;2;3;6;32;32;;3250222000000;IV;
136973;BELTIUG;3966;30;136964;22;3;3;6;32;3250222;1000952;3250222300953;IV;
136982;BOLDA;447041;30;136964;23;3;3;6;32;3250222;3001325;3250222701326;V;
136991;GHIRIȘA;447042;30;136964;23;3;3;6;32;3250222;3005250;3250222705257;V;
137005;GIUNGI;447043;30;136964;23;3;3;6;32;3250222;3005289;3250222705296;V;
137014;RĂTEȘTI;447044;30;136964;23;3;3;6;32;3250222;3009814;3250222709829;V;
137023;ȘANDRA;447046;30;136964;23;3;3;6;32;3250222;3011467;3250222711484;V;
137032;BERVENI;447050;30;305;3;2;3;6;32;32;;3250242000000;IV;
137041;BERVENI;447050;30;137032;22;3;3;6;32;3250242;1001027;3250242301028;IV;
137050;LUCĂCENI;447051;30;137032;23;3;3;6;32;3250242;3006738;3250242706747;V;
137069;BIXAD;447055;30;305;3;2;3;6;32;32;;3250270000000;IV;
137078;BIXAD;447055;30;137069;22;3;3;6;32;3250270;1001123;3250270301125;IV;
137087;BOINEȘTI;447056;30;137069;23;3;3;6;32;3250270;3001298;3250270701299;V;
137096;TRIP;447057;30;137069;23;3;3;6;32;3250270;3012223;3250270712240;V;
137130;BOGDAND;447060;30;305;3;2;3;6;32;32;;3250296000000;IV;
137149;BOGDAND;447060;30;137130;22;3;3;6;32;3250296;1001257;3250296301258;IV;
137158;BABȚA;447061;30;137130;23;3;3;6;32;3250296;3000396;3250296700397;V;
137167;CORUND;447062;30;137130;23;3;3;6;32;3250296;3003314;3250296703318;V;
137176;SER;447063;30;137130;23;3;3;6;32;3250296;3010851;3250296710866;V;
137185;BOTIZ;447065;30;305;3;2;3;6;32;32;;3250333000000;IV;
137194;BOTIZ;447065;30;137185;22;3;3;6;32;3250333;1001447;3250333301448;IV;
137229;CĂLINEȘTI-OAȘ;447070;30;305;3;2;3;6;32;32;;3250488000000;IV;
137238;CĂLINEȘTI-OAȘ;447070;30;137229;22;3;3;6;32;3250488;1002171;3250488302172;IV;
137247;COCA;447071;30;137229;23;3;3;6;32;3250488;3003003;3250488703005;V;
137256;LECHINȚA;447072;30;137229;23;3;3;6;32;3250488;3006542;3250488706551;V;
137265;PĂȘUNEA MARE;447073;30;137229;23;3;3;6;32;3250488;3008570;3250488708582;V;
137274;CĂMĂRZANA;447075;30;305;3;2;3;6;32;32;;3250495000000;IV;
137283;CĂMĂRZANA;447075;30;137274;22;3;3;6;32;3250495;1002204;3250495302205;IV;
179677;CĂMIN;447081;30;305;3;2;3;6;32;32;;3250496000000;;0
136571;CĂMIN;447081;30;179677;22;3;3;6;32;3250496;3002206;3250496302207;V;
136553;CĂPLENI;447080;30;305;3;2;3;6;32;32;;3250500000000;IV;
136562;CĂPLENI;447080;30;136553;22;3;3;6;32;3250500;1002227;3250500302228;IV;
137292;CĂUAȘ;447085;30;305;3;2;3;6;32;32;;3250514000000;IV;
137309;CĂUAȘ;447085;30;137292;22;3;3;6;32;3250514;1002304;3250514302305;IV;
137318;ADY ENDRE;447086;30;137292;23;3;3;6;32;3250514;3000032;3250514700032;V;
137327;GHENCI;447087;30;137292;23;3;3;6;32;3250514;3005164;3250514705171;V;
137336;GHILEȘTI;447088;30;137292;23;3;3;6;32;3250514;3005213;3250514705220;V;
137345;HOTOAN;447089;30;137292;23;3;3;6;32;3250514;3005938;3250514705946;V;
137354;RĂDULEȘTI;447091;30;137292;23;3;3;6;32;3250514;3009784;3250514709797;V;
137363;CEHAL;447095;30;305;3;2;3;6;32;32;;3250541000000;IV;
137372;CEHĂLUȚ;447096;30;137363;22;3;3;6;32;3250541;1002444;3250541302445;IV;
137381;CEHAL;447095;30;137363;23;3;3;6;32;3250541;3002443;3250541702444;V;
137390;ORBĂU;447097;30;137363;23;3;3;6;32;3250541;3008316;3250541708328;V;
137407;CERTEZE;447100;30;305;3;2;3;6;32;32;;3250564000000;IV;
137416;CERTEZE;447100;30;137407;22;3;3;6;32;3250564;1002529;3250564302530;IV;
137425;HUTA CERTEZE;447101;30;137407;23;3;3;6;32;3250564;3005984;3250564705992;V;
137434;MOIȘENI;447102;30;137407;23;3;3;6;32;3250564;3007663;3250564707672;V;
179882;CIUMEȘTI;447262;30;305;3;2;3;6;32;32;;3250642000000;;0
138690;CIUMEȘTI;447262;30;179882;22;3;3;6;32;3250642;3002909;3250642302911;V;
138681;BEREA;447261;30;179882;23;3;3;6;32;3250642;3000987;3250642700988;V;
138725;VIIȘOARA;447266;30;179882;23;3;3;6;32;3250642;3013368;3250642713394;V;
137443;CRAIDOROLȚ;447105;30;305;3;2;3;6;32;32;;3250760000000;IV;
137452;CRAIDOROLȚ;447105;30;137443;22;3;3;6;32;3250760;1003488;3250760303491;IV;
137461;CRIȘENI;447106;30;137443;23;3;3;6;32;3250760;3003595;3250760703602;V;
137470;ERIU SÂNCRAI;447107;30;137443;23;3;3;6;32;3250760;3004511;3250760704516;V;
137489;SATU MIC;3856;30;137443;23;3;3;6;32;3250760;3010311;3250760710327;V;
137498;ȚEGHEA;447109;30;137443;23;3;3;6;32;3250760;3012350;3250760712367;V;
137504;CRUCIȘOR;447110;30;305;3;2;3;6;32;32;;3250795000000;IV;
137513;CRUCIȘOR;447110;30;137504;22;3;3;6;32;3250795;1003638;3250795303641;IV;
137522;IEGHERIȘTE;447111;30;137504;23;3;3;6;32;3250795;3006073;3250795706081;V;
137531;POIANA CODRULUI;447112;30;137504;23;3;3;6;32;3250795;3009200;3250795709212;V;
137540;CULCIU;447115;30;305;3;2;3;6;32;32;;3250804000000;IV;
137559;CULCIU MARE;447119;30;137540;22;3;3;6;32;3250804;1003694;3250804303697;IV;
137568;APATEU;447116;30;137540;23;3;3;6;32;3250804;3000244;3250804700247;V;
137577;CĂRĂȘEU;447117;30;137540;23;3;3;6;32;3250804;3002251;3250804702252;V;
137586;COROD;447118;30;137540;23;3;3;6;32;3250804;3003291;3250804703295;V;
137595;CULCIU MIC;447119;30;137540;23;3;3;6;32;3250804;3003695;3250804703698;V;
137602;LIPĂU;447122;30;137540;23;3;3;6;32;3250804;3006647;3250804706656;V;
137611;DOBA;447291;30;305;3;2;3;6;32;32;;3250875000000;IV;
137620;DOBA;447291;30;137611;22;3;3;6;32;3250875;1004091;3250875304097;IV;
137639;BOGHIȘ;447126;30;137611;23;3;3;6;32;3250875;3001279;3250875701281;V;
137648;DACIA;447127;30;137611;23;3;3;6;32;3250875;3003783;3250875703789;V;
137657;PAULIAN;447128;30;137611;23;3;3;6;32;3250875;3008469;3250875708481;V;
137666;TRAIAN;447129;30;137611;23;3;3;6;32;3250875;3012177;3250875712199;V;
137675;DOROLȚ;447130;30;305;3;2;3;6;32;32;;3250913000000;IV;
137684;DOROLȚ;447130;30;137675;22;3;3;6;32;3250913;1004219;3250913304225;IV;
137693;ATEA;447131;30;137675;23;3;3;6;32;3250913;3000354;3250913700355;V;
137700;DARA;447132;30;137675;23;3;3;6;32;3250913;3003802;3250913703807;V;
137719;PETEA;447133;30;137675;23;3;3;6;32;3250913;3008745;3250913708759;V;
137728;FOIENI;447135;30;305;3;2;3;6;32;32;;3251030000000;IV;
137737;FOIENI;447135;30;137728;22;3;3;6;32;3251030;1004821;3251030304827;IV;
137746;GHERȚA MICĂ;447140;30;305;3;2;3;6;32;32;;3251111000000;IV;
137755;GHERȚA MICĂ;447140;30;137746;22;3;3;6;32;3251111;1005196;3251111305203;IV;
137764;HALMEU;0;30;305;3;2;3;6;32;32;;3251228000000;IV;
137773;HALMEU;447145;30;137764;22;3;3;6;32;3251228;1005688;3251228305695;IV;
137782;BĂBEȘTI;447146;30;137764;23;3;3;6;32;3251228;3000542;3251228700542;V;
137808;DOBOLȚ;447148;30;137764;23;3;3;6;32;3251228;3004100;3251228704105;V;
137817;HALMEU VII;447149;30;137764;23;3;3;6;32;3251228;3005689;3251228705696;V;
137826;MESTEACĂN;447151;30;137764;23;3;3;6;32;3251228;3007384;3251228707398;V;
137844;HODOD;447155;30;305;3;2;3;6;32;32;;3251259000000;IV;
137853;HODOD;447155;30;137844;22;3;3;6;32;3251259;1005850;3251259305858;IV;
137862;GIURTELECU HODODULUI;447156;30;137844;23;3;3;6;32;3251259;3005310;3251259705317;V;
137871;LELEI;447157;30;137844;23;3;3;6;32;3251259;3006558;3251259706567;V;
137880;NADIȘU HODODULUI;447158;30;137844;23;3;3;6;32;3251259;3007857;3251259707867;V;
137899;HOMOROADE;447160;30;305;3;2;3;6;32;32;;3251267000000;IV;
137906;HOMORODU DE MIJLOC;447163;30;137899;22;3;3;6;32;3251267;1005884;3251267305892;IV;
137915;CHILIA;447161;30;137899;23;3;3;6;32;3251267;3002631;3251267702634;V;
137924;HOMORODU DE JOS;447162;30;137899;23;3;3;6;32;3251267;3005883;3251267705891;V;
137933;HOMORODU DE SUS;447164;30;137899;23;3;3;6;32;3251267;3005885;3251267705893;V;
137942;NECOPOI;447165;30;137899;23;3;3;6;32;3251267;3007913;3251267707923;V;
137951;SOLDUBA;447166;30;137899;23;3;3;6;32;3251267;3011103;3251267711120;V;
137960;LAZURI;447170;30;305;3;2;3;6;32;32;;3251386000000;IV;
137979;LAZURI;447170;30;137960;22;3;3;6;32;3251386;1006474;3251386306488;IV;
