3036,PECHEANU GELU,39,VS,JUDEȚUL VASLUI,VASLUI,163618,Drânceni,DRÂNCENI,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,3,6
1948,COMAN D GHEORGHE,27,MH,JUDEȚUL MEHEDINȚI,MEHEDINȚI,111989,Grozești,GROZEȘTI,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,2,3
1138,PÂRVU VALENTIN,16,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,68789,Sălcioara,SĂLCIOARA,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,3,7
1980,OVREIU ALEXANDRU,27,MH,JUDEȚUL MEHEDINȚI,MEHEDINȚI,113974,Voloiac,VOLOIAC,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,2,3
852,FURDUI PETRU-NICOLAE,11,CS,JUDEȚUL CARAȘ-SEVERIN,CARAȘ-SEVERIN,51449,Berzasca,BERZASCA,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,2,3
2933,CÎRSTINA CONSTANTIN,40,VL,JUDEȚUL VÂLCEA,VÂLCEA,171879,Orlești,ORLEȘTI,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,1,4
2206,ENESCU ION,30,OT,JUDEȚUL OLT,OLT,125677,Baldovinești,BALDOVINEȘTI,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,2,4
3007,UȚA ALEXANDRU,40,VL,JUDEȚUL VÂLCEA,VÂLCEA,173748,Ștefănești,ȘTEFĂNEȘTI,"31,0000000000",PARTIDUL NAȚIONAL LIBERAL,PNL,"31,0000000000",PARTIDUL NAȚIONAL LIBERAL,PNL,1,4
902,KRAMER NICOLAIE,11,CS,JUDEȚUL CARAȘ-SEVERIN,CARAȘ-SEVERIN,53853,Sichevița,SICHEVIȚA,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,2,3
2957,SPÎRLEANU ION,40,VL,JUDEȚUL VÂLCEA,VÂLCEA,169306,Crețeni,CREȚENI,"73,0000000000",ALIANȚA ELECTORALĂ PSD-PNL VÂLCEA,PSD-PNL VL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,1,4
1979,SPUZĂ N VIOREL,27,MH,JUDEȚUL MEHEDINȚI,MEHEDINȚI,113929,Vlădaia,VLĂDAIA,"56,0000000000",PARTIDUL CONSERVATOR,PC,"56,0000000000",PARTIDUL CONSERVATOR,PC,2,4
1492,LUPU ȘT. ȘTEFAN,20,GJ,JUDEȚUL GORJ,GORJ,82243,Stejari,STEJARI,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,2,3
1275,NEDELEA CONSTANTIN,17,DJ,JUDEȚUL DOLJ,DOLJ,73371,Murgași,MURGAȘI,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,1,2
2247,PERIEȚEANU GHEORGHE,30,OT,JUDEȚUL OLT,OLT,127322,Icoana,ICOANA,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,2,3
172,NEACȘU ION,3,AG,JUDEȚUL ARGEȘ,ARGEȘ,14450,Bârla,BÂRLA,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,3,4
3089,GAVRIL CONSTANTIN,39,VS,JUDEȚUL VASLUI,VASLUI,167071,Zăpodeni,ZĂPODENI,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,1,3
2978,VĂDUVA P. NICOLAE,40,VL,JUDEȚUL VÂLCEA,VÂLCEA,171101,Măciuca,MĂCIUCA,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,1,3
311,SOLOT MARCELIN,4,BC,JUDEȚUL BACĂU,BACĂU,20466,Mărgineni,MĂRGINENI,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,4,4
1520,PUSKÁS ELEMÉR,21,HR,JUDEȚUL HARGHITA,HARGHITA,84344,Ditrău,DITRĂU,"38,0000000000",UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,"38,0000000000",UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
2924,GHERGHIȘAN STERIAN,38,TL,JUDEȚUL TULCEA,TULCEA,161543,Văcăreni,VĂCĂRENI,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,2,3
1493,BUȘE IOANA,20,GJ,JUDEȚUL GORJ,GORJ,82314,Stoina,STOINA,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,2,3
1806,GHEORGHE CONSTANTIN SILVIU,25,IF,JUDEȚUL ILFOV,ILFOV,179481,Oraș Otopeni,OTOPENI,"31,0000000000",PARTIDUL NAȚIONAL LIBERAL,PNL,"31,0000000000",PARTIDUL NAȚIONAL LIBERAL,PNL,2,4
1208,POPA NICOLAE,17,DJ,JUDEȚUL DOLJ,DOLJ,70502,Oraș Segarcea,SEGARCEA,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,5,9
1496,BÎRCĂ ION,20,GJ,JUDEȚUL GORJ,GORJ,82555,Turburea,TURBUREA,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
2687,CALOTĂ ILIE,36,TR,JUDEȚUL TELEORMAN,TELEORMAN,151996,Balaci,BALACI,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,3,5
1036,IACOBICI GABRIELA,14,CT,JUDEȚUL CONSTANȚA,CONSTANȚA,63326,Grădina,GRĂDINA,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,1,1
3075,MORARU MIHAI,39,VS,JUDEȚUL VASLUI,VASLUI,166057,Ștefan Cel Mare,ȘTEFAN CEL MARE,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,1,3
2705,MINCĂ CRISTIAN MARIUS,36,TR,JUDEȚUL TELEORMAN,TELEORMAN,152582,Cosmești,COSMEȘTI,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,2,6
2141,DIACONU ADRIAN,29,NT,JUDEȚUL NEAMȚ,NEAMȚ,120888,Cordun,CORDUN,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,2,5
2154,BĂBUȚĂ VASILE,29,NT,JUDEȚUL NEAMȚ,NEAMȚ,125150,Gâdinți,GÂDINȚI,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,2,5
2264,MATEI DUMITRU DĂNUȚ,30,OT,JUDEȚUL OLT,OLT,128178,Pârșcoveni,PÂRȘCOVENI,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,"61,0000000000",PARTIDUL SOCIAL DEMOCRAT,PSD,2,4
3074,TOFAN GĂBIȘOR,39,VS,JUDEȚUL VASLUI,VASLUI,165979,Stănilești,STĂNILEȘTI,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,3,6
1494,VASILESCU ȘT. MARIA,20,GJ,JUDEȚUL GORJ,GORJ,82680,Țânțăreni,ȚÂNȚĂRENI,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,"62,0000000000",UNIUNEA SOCIAL LIBERALĂ,USL,2,3
2241,IOANA MIHAI,30,OT,JUDEȚUL OLT,OLT,127171,Grădinari,GRĂDINARI,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,"15,0000000000",PARTIDUL DEMOCRAT LIBERAL,PDL,1,2
