Tip artera,Denumire artera,Numar,Codpostal,Sector,Oficiu distribuire
Șoseaua,Străulești,nr. 94-140,013338,1,București 68
Șoseaua,Străulești,nr. 142-T,013339,1,București 68
Intrarea,Străulești,nr. 1-T,013341,1,București 68
Intrarea,Străulești,nr. 2-T,013342,1,București 68
Drumul,Hulubești,,013381,1,București 68
Drumul,Ponoarele,,013382,1,București 68
Strada,Nuferilor,,013621,1,București 68
Strada,Liliacului,,013622,1,București 68
Strada,Bujorului,,013623,1,București 68
Intrarea,Cactușilor,,013624,1,București 68
Aleea,Tripoli,nr. 1-T,013625,1,București 68
Aleea,Tripoli,nr. 2-T,013626,1,București 68
Strada,Santiago,,013641,1,București 68
Strada,Bogota,,013642,1,București 68
Aleea,Lima,,013643,1,București 68
Aleea,Lagos,,013644,1,București 68
Aleea,Havana,,013645,1,București 68
Aleea,Panama,,013646,1,București 68
Strada,Dakar,,013647,1,București 68
Strada,Managua,,013648,1,București 68
Strada,Guatemala,,013649,1,București 68
Bulevardul,Poligrafiei,nr. 20-T,013706,1,București 68
Bulevardul,Bucureștii Noi,nr. 2-28,012361,1,București 68
Bulevardul,Bucureștii Noi,nr. 30-48,012362,1,București 68
Bulevardul,Bucureștii Noi,nr. 50-54,012363,1,București 68
Bulevardul,Bucureștii Noi,nr. 56-58,012364,1,București 68
Strada,Telega,,012411,1,București 68
Strada,Spicului,,012412,1,București 68
Strada,Timișului,nr. 1-19,012413,1,București 68
Strada,Timișului,nr. 2-6,012415,1,București 68
Strada,Jiului,nr. 2-10,013219,1,București 68
Șoseaua,Chitilei,nr. 45-81,012383,1,București 86
Șoseaua,Chitilei,nr. 2-36,012392,1,București 86
Șoseaua,Chitilei,nr. 38-66,012393,1,București 86
Strada,Prahova,nr. 1-5,012421,1,București 86
Strada,Prahova,nr. 2-8,012423,1,București 86
Strada,Liniștei,nr. 1-9,012425,1,București 86
Strada,Liniștei,nr. 2-16,012427,1,București 86
Strada,Navigației,nr. 1-7,012431,1,București 86
Strada,Navigației,nr. 2-14,012433,1,București 86
Strada,Arcașilor,,012435,1,București 86
Strada,Modestiei,nr. 1-T,012436,1,București 86
Strada,Modestiei,nr. 2-T,012437,1,București 86
Strada,Amintirii,nr. 1-T,012441,1,București 86
Strada,Amintirii,nr. 2-T,012442,1,București 86
Strada,Minervei,nr. 1-T,012443,1,București 86
Strada,Minervei,nr. 2-T,012444,1,București 86
Strada,Renașterii,nr. 29-T,012446,1,București 86
Strada,Renașterii,nr. 44-T,012448,1,București 86
Strada,Triumfului,nr. 55-77,012453,1,București 86
Strada,Triumfului,nr. 79-T,012454,1,București 86
Strada,Triumfului,nr. 58-78,012457,1,București 86
Strada,Triumfului,nr. 80-T,012458,1,București 86
Strada,Străbună,nr. 59-85A,012463,1,București 86
Strada,Străbună,nr. 85B-T,012464,1,București 86
Strada,Străbună,nr. 58-82,012467,1,București 86
Strada,Străbună,nr. 84-T,012468,1,București 86
Strada,Niagara,nr. 45-73,012492,1,București 86
Strada,Niagara,nr. 38-64,012495,1,București 86
Strada,Bacului,nr. 69-107,012502,1,București 86
Strada,Bacului,nr. 58-106,012505,1,București 86
Șoseaua,Chitilei,nr. 1-15,012381,1,București 86
Șoseaua,Chitilei,nr. 17-43,012382,1,București 86
Strada,Timișului,nr. 21-T,012414,1,București 86
Strada,Timișului,nr. 8-T,012416,1,București 86
Strada,Inovatorilor,,012417,1,București 86
Strada,Prahova,nr. 7-T,012422,1,București 86
Strada,Prahova,nr. 10-T,012424,1,București 86
Strada,Liniștei,nr. 11-T,012426,1,București 86
Strada,Liniștei,nr. 18-T,012428,1,București 86
Strada,Navigației,nr. 9-T,012432,1,București 86
Strada,Navigației,nr. 16-T,012434,1,București 86
Strada,Marginei,nr. 1-25,012481,1,București 86
Strada,Marginei,nr. 27-T,012482,1,București 86
Strada,Marginei,nr. 2-20,012483,1,București 86
Strada,Marginei,nr. 22-T,012484,1,București 86
Strada,Niagara,nr. 1-43,012491,1,București 86
Strada,Niagara,nr. 2-36,012494,1,București 86
Strada,Bacului,nr. 1-67,012501,1,București 86
Strada,Bacului,nr. 2-56,012504,1,București 86
Strada,Surorilor,nr. 77-107,012473,1,București 86
Strada,Surorilor,nr. 109-T,012474,1,București 86
Strada,Surorilor,nr. 56-82,012477,1,București 86
Strada,Surorilor,nr. 84-T,012478,1,București 86
Strada,Niagara,nr. 75-T,012493,1,București 86
Strada,Niagara,nr. 66-T,012496,1,București 86
Strada,Bacului,nr. 109-T,012503,1,București 86
Strada,Bacului,nr. 108-T,012506,1,București 86
Strada,Înfrățirii,nr. 1-51,012511,1,București 86
Strada,Înfrățirii,nr. 53-T,012512,1,București 86
Strada,Înfrățirii,nr. 2-50,012513,1,București 86
Strada,Înfrățirii,nr. 52-T,012514,1,București 86
Strada,Afânata,,012515,1,București 86
Strada,Aciliu,,012516,1,București 86
Strada,Adalin,nr. 1-T,012517,1,București 86
Strada,Adalin,nr. 2-T,012518,1,București 86
Strada,Mimozei,nr. 1-3,012521,1,București 86
Strada,Mimozei,nr. 2-34,012524,1,București 86
Strada,Măslinului,nr. 1-17,012531,1,București 86
Strada,Măslinului,nr. 19-T,012532,1,București 86
Strada,Măslinului,nr. 2-30,012533,1,București 86
Strada,Măslinului,nr. 32-T,012534,1,București 86
Strada,Nămăești,nr. 1-25,012535,1,București 86
Strada,Nămăești,nr. 27-T,012536,1,București 86
Strada,Nămăești,nr. 2-26,012537,1,București 86
Strada,Nămăești,nr. 28-T,012538,1,București 86
Strada,Demnității,nr. 1-25,012541,1,București 86
Strada,Demnității,nr. 27-T,012542,1,București 86
Strada,Demnității,nr. 2-26,012543,1,București 86
Strada,Demnității,nr. 28-T,012544,1,București 86
Strada,Amiciției,nr. 1-47,012545,1,București 86
Strada,Amiciției,nr. 49-T,012546,1,București 86
Strada,Amiciției,nr. 2-52,012547,1,București 86
Strada,Amiciției,nr. 54-T,012548,1,București 86
Strada,Gemeni,nr. 1-41,012551,1,București 86
Strada,Gemeni,nr. 43-T,012552,1,București 86
Strada,Gemeni,nr. 2-60,012553,1,București 86
Strada,Gemeni,nr. 62-T,012554,1,București 86
Strada,Macului,nr. 1-T,012555,1,București 86
Strada,Macului,nr. 2-T,012556,1,București 86
Strada,Crușovăț,nr. 19-T,012576,1,București 86
Strada,Crușovăț,nr. 22-T,012578,1,București 86
Strada,Piculinei,nr. 1-T,012601,1,București 86
Strada,Piculinei,nr. 2-T,012602,1,București 86
Șoseaua,Chitilei,nr. 175-195,012387,1,București 86
Șoseaua,Chitilei,nr. 197-217,012388,1,București 86
Șoseaua,Chitilei,nr. 219-227,012389,1,București 86
Strada,Mimozei,nr. 5-25,012522,1,București 86
Strada,Mimozei,nr. 27-T,012523,1,București 86
Strada,Mimozei,nr. 58-T,012526,1,București 86
Strada,Hulubiței,nr. 1-25,012621,1,București 86
Strada,Hulubiței,nr. 27-T,012622,1,București 86
Strada,Hulubiței,nr. 2-20,012623,1,București 86
Strada,Hulubiței,nr. 22-T,012624,1,București 86
Strada,Gorunului,nr. 1-27,012625,1,București 86
Strada,Gorunului,nr. 29-T,012626,1,București 86
Strada,Gorunului,nr. 2-22,012627,1,București 86
Strada,Gorunului,nr. 24-T,012628,1,București 86
Strada,Baia de Criș,nr. 1-T,012631,1,București 86
Strada,Baia de Criș,nr. 2-T,012632,1,București 86
Strada,Neamului,nr. 1-27,012633,1,București 86
Strada,Neamului,nr. 29-61,012634,1,București 86
Strada,Neamului,nr. 63-T,012635,1,București 86
Strada,Neamului,nr. 2-28,012636,1,București 86
Strada,Neamului,nr. 28A-52,012637,1,București 86
Strada,Neamului,nr. 54-T,012638,1,București 86
Strada,Amforei,nr. 1-T,012641,1,București 86
Strada,Amforei,nr. 2-T,012642,1,București 86
Strada,Razelor,nr. 1-19,012643,1,București 86
Strada,Razelor,nr. 21-T,012644,1,București 86
Strada,Razelor,nr. 2-20,012645,1,București 86
Strada,Razelor,nr. 22-T,012646,1,București 86
Intrarea,Colierului,,012647,1,București 86
Strada,Grăuntelui,,012648,1,București 86
Strada,Vestei,nr. 1-19,012651,1,București 86
Strada,Vestei,nr. 21-T,012652,1,București 86
Strada,Vestei,nr. 2-20,012653,1,București 86
Strada,Vestei,nr. 22-T,012654,1,București 86
Strada,Sălcuței,nr. 1-T,012655,1,București 86
Strada,Sălcuței,nr. 2-T,012656,1,București 86
Strada,Plopului,nr. 1-T,012657,1,București 86
Strada,Plopului,nr. 2-T,012658,1,București 86
Strada,Ecluzei,,012659,1,București 86
Strada,Abuș,,012661,1,București 86
Strada,Mezeș,nr. 1-31,012662,1,București 86
Strada,Mezeș,nr. 33-T,012663,1,București 86
Strada,Mezeș,nr. 2-28,012664,1,București 86
Strada,Mezeș,nr. 30-T,012665,1,București 86
Strada,Alunului,nr. 1-33,012666,1,București 86
Strada,Alunului,nr. 35-T,012667,1,București 86
Strada,Alunului,nr. 2-32,012668,1,București 86
Strada,Alunului,nr. 34-T,012669,1,București 86
Strada,Ariei,,012676,1,București 86
Strada,Șoimului,nr. 1-T,012681,1,București 86
Strada,Șoimului,nr. 2-T,012682,1,București 86
Strada,Dolomitului,nr. 1-T,012683,1,București 86
Strada,Dolomitului,nr. 2-T,012684,1,București 86
Șoseaua,Chitilei,nr. 83-123,012384,1,București 86
Șoseaua,Chitilei,nr. 125-141,012385,1,București 86
Șoseaua,Chitilei,nr. 143-173,012386,1,București 86
Strada,Mimozei,nr. 36-56,012525,1,București 86
Strada,Poetului,nr. 1-T,012557,1,București 86
Strada,Poetului,nr. 2-T,012558,1,București 86
Strada,Delta Dunării,nr. 1-T,012561,1,București 86
Strada,Delta Dunării,nr. 2-T,012562,1,București 86
Strada,Sfinții Constantin și Elena,nr. 1-37,012563,1,București 86
Strada,Sfinții Constantin și Elena,nr. 39-T,012564,1,București 86
Strada,Sfinții Constantin și Elena,nr. 2-36,012565,1,București 86
Strada,Sfinții Constantin și Elena,nr. 38-T,012566,1,București 86
Strada,Leandrului,nr. 1-31,012571,1,București 86
Strada,Leandrului,nr. 33-T,012572,1,București 86
Strada,Leandrului,nr. 2-20,012573,1,București 86
Strada,Leandrului,nr. 22-T,012574,1,București 86
Strada,Crușovăț,nr. 1-17,012575,1,București 86
Strada,Crușovăț,nr. 2-20,012577,1,București 86
Strada,Crinului,nr. 79-T,012583,1,București 86
Strada,Crinului,nr. 102-T,012586,1,București 86
Strada,Nuvelei,nr. 101-T,012593,1,București 86
Strada,Nuvelei,nr. 120-T,012596,1,București 86
Strada,Mesteacănului,nr. 1-T,012603,1,București 86
Strada,Mesteacănului,nr. 2-T,012604,1,București 86
Strada,Peluzei,,012605,1,București 86
Strada,Marmurei,nr. 1-21,012606,1,București 86
Strada,Marmurei,nr. 23-T,012607,1,București 86
Strada,Marmurei,nr. 2-24,012608,1,București 86
Strada,Marmurei,nr. 26-T,012609,1,București 86
Strada,Păunilor,,012611,1,București 86
Strada,Lăutei,,012612,1,București 86
Strada,Colecției,,012613,1,București 86
Strada,Agapia,nr. 1-T,012614,1,București 86
Strada,Agapia,nr. 2-T,012615,1,București 86
Strada,Cetatea Neamțului,nr. 1-T,012616,1,București 86
Strada,Cetatea Neamțului,nr. 2-T,012617,1,București 86
Strada,Ienupărului,nr. 1-T,012618,1,București 86
Strada,Ienupărului,nr. 2-T,012619,1,București 86
Șoseaua,Chitilei,nr. 229-T,012391,1,București 86
Strada,Corvin Matei,nr. 1-17,012671,1,București 86
Strada,Corvin Matei,nr. 19-T,012672,1,București 86
Strada,Corvin Matei,nr. 2-22,012673,1,București 86
Strada,Corvin Matei,nr. 24-T,012674,1,București 86
Intrarea,Corvin Matei,,012675,1,București 86
Strada,Racordării,nr. 1-T,012685,1,București 86
Strada,Racordării,nr. 2-T,012686,1,București 86
Strada,Lectorului,nr. 1-T,012687,1,București 86
Strada,Lectorului,nr. 2-T,012688,1,București 86
Strada,Herminei,,012689,1,București 86
Strada,Doamna Elena,nr. 1-T,012691,1,București 86
Strada,Doamna Elena,nr. 2-T,012692,1,București 86
Strada,Maica Teofana,nr. 1-T,012693,1,București 86
Strada,Maica Teofana,nr. 2-T,012694,1,București 86
Strada,Mediaș,,012695,1,București 86
Strada,Bărnuțiu Simion,nr. 1-T,012696,1,București 86
Strada,Bărnuțiu Simion,nr. 2-T,012697,1,București 86
Strada,"Făclie Alexandru, erou",,012698,1,București 86
Strada,Baia Sprie,nr. 1-T,012701,1,București 86
Strada,Baia Sprie,nr. 2-T,012702,1,București 86
Strada,Valsului,nr. 1-T,012703,1,București 86
Strada,Valsului,nr. 2-T,012704,1,București 86
Strada,Bunești,nr. 1-T,012705,1,București 86
Strada,Bunești,nr. 2-T,012706,1,București 86
Strada,"Crețu Nicolae Florin, cpt.",nr. 1-T,012707,1,București 86
Strada,"Crețu Nicolae Florin, cpt.",nr. 2-T,012708,1,București 86
Strada,Bistrița,nr. 1-T,012711,1,București 86
Strada,Bistrița,nr. 2-T,012712,1,București 86
Strada,Frații Golescu,nr. 1-T,012713,1,București 86
Strada,Frații Golescu,nr. 2-T,012714,1,București 86
Strada,"Pătru Adrian, slt.",nr. 1-T,012715,1,București 86
Strada,"Pătru Adrian, slt.",nr. 2-T,012716,1,București 86
Strada,Vălenii de Munte,nr. 1-25,012721,1,București 86
Strada,Vălenii de Munte,nr. 27-T,012722,1,București 86
Strada,Vălenii de Munte,nr. 2-24,012723,1,București 86
Strada,Vălenii de Munte,nr. 26-T,012724,1,București 86
Intrarea,Manuscrisului,,012725,1,București 86
Strada,"Durbac Răducu Dumitru, lt. col.",nr. 1-41,012726,1,București 86
Strada,"Durbac Răducu Dumitru, lt. col.",nr. 43-T,012727,1,București 86
Strada,"Durbac Răducu Dumitru, lt. col.",nr. 2-30,012728,1,București 86
Strada,"Durbac Răducu Dumitru, lt. col.",nr. 32-T,012729,1,București 86
Strada,"Neagoe Teodor, slt.",nr. 1-T,012731,1,București 86
Strada,"Neagoe Teodor, slt.",nr. 2-T,012732,1,București 86
Strada,Ciulnița,,012733,1,București 86
Strada,Miruței,,012734,1,București 86
Strada,"Radu Dragoș, cpt. post mortem",nr. 1-15,012735,1,București 86
Strada,"Radu Dragoș, cpt. post mortem",nr. 17-T,012736,1,București 86
Strada,"Radu Dragoș, cpt. post mortem",nr. 2-14,012737,1,București 86
Strada,"Radu Dragoș, cpt. post mortem",nr. 16-T,012738,1,București 86
Bulevardul,Bucureștii Noi,nr. 45-49,012353,1,București 86
Bulevardul,Bucureștii Noi,nr. 51-61,012354,1,București 86
Bulevardul,Bucureștii Noi,nr. 63-81,012355,1,București 86
Șoseaua,Chitilei,nr. 102,012396,1,București 86
Șoseaua,Chitilei,nr. 104-126,012397,1,București 86
Strada,Crinului,nr. 5-77,012582,1,București 86
Strada,Crinului,nr. 20-100,012585,1,București 86
Strada,Nuvelei,nr. 11-99,012592,1,București 86
Strada,Nuvelei,nr. 10-118,012595,1,București 86
Strada,Moldovei,nr. 23-31,012743,1,București 86
Strada,Moldovei,nr. 24-30,012752,1,București 86
Strada,Munteniei,nr. 17-27,012762,1,București 86
Strada,Munteniei,nr. 20-26,012772,1,București 86
Strada,Bârlogeni,nr. 51-T,012783,1,București 86
Strada,Bârlogeni,nr. 34-46,012786,1,București 86
Strada,Bârlogeni,nr. 48-T,012787,1,București 86
Strada,Lăstărișului,nr. 15-23,012822,1,București 86
Strada,Lăstărișului,nr. 25-T,012823,1,București 86
Strada,Lăstărișului,nr. 26-28,012825,1,București 86
Strada,Lăstărișului,nr. 30-T,012826,1,București 86
Bulevardul,Bucureștii Noi,nr. 1-19,012351,1,București 86
Bulevardul,Bucureștii Noi,nr. 21-43,012352,1,București 86
Șoseaua,Chitilei,nr. 68-84,012394,1,București 86
Șoseaua,Chitilei,nr. 86-100,012395,1,București 86
Strada,Renașterii,nr. 1-27,012445,1,București 86
Strada,Renașterii,nr. 2-42,012447,1,București 86
Intrarea,Mandolinei,,012449,1,București 86
Strada,Triumfului,nr. 1-35,012451,1,București 86
Strada,Triumfului,nr. 37-53,012452,1,București 86
Strada,Triumfului,nr. 2-26,012455,1,București 86
Strada,Triumfului,nr. 28-56,012456,1,București 86
Strada,Străbună,nr. 1-29,012461,1,București 86
Strada,Străbună,nr. 31-57,012462,1,București 86
Strada,Străbună,nr. 2-18,012465,1,București 86
Strada,Străbună,nr. 20-56,012466,1,București 86
Strada,Surorilor,nr. 1-35,012471,1,București 86
Strada,Surorilor,nr. 37-75,012472,1,București 86
Strada,Surorilor,nr. 2-24,012475,1,București 86
Strada,Surorilor,nr. 26-54,012476,1,București 86
Strada,Moldovei,nr. 1-11,012741,1,București 86
Strada,Moldovei,nr. 13-21,012742,1,București 86
Strada,Moldovei,nr. 2-22,012751,1,București 86
Strada,Munteniei,nr. 1-15,012761,1,București 86
Strada,Munteniei,nr. 2-18,012771,1,București 86
Strada,Lăstărișului,nr. 1-13,012821,1,București 86
Strada,Lăstărișului,nr. 2-24,012824,1,București 86
Șoseaua,Chitilei,nr. 148-170,012402,1,București 86
Șoseaua,Chitilei,nr. 172-182,012403,1,București 86
Șoseaua,Chitilei,nr. 184-194,012404,1,București 86
Strada,Moldovei,nr. 43-55,012746,1,București 86
Strada,Moldovei,nr. 57-71,012747,1,București 86
Strada,Moldovei,nr. 73-T,012748,1,București 86
Strada,Moldovei,nr. 48-60,012755,1,București 86
Strada,Moldovei,nr. 62-82,012756,1,București 86
Strada,Moldovei,nr. 84-T,012757,1,București 86
Strada,Munteniei,nr. 65-77,012764,1,București 86
Strada,Munteniei,nr. 79-91,012765,1,București 86
Strada,Munteniei,nr. 93-T,012766,1,București 86
Strada,Munteniei,nr. 66-82,012774,1,București 86
Strada,Munteniei,nr. 84-96,012775,1,București 86
Strada,Munteniei,nr. 98-T,012776,1,București 86
Strada,Almaș,nr. 21-25,012831,1,București 86
Strada,Almaș,nr. 27-47,012832,1,București 86
Strada,Almaș,nr. 49-T,012833,1,București 86
Strada,Almaș,nr. 18-28,012836,1,București 86
Strada,Almaș,nr. 30-50,012837,1,București 86
Strada,Almaș,nr. 52-T,012838,1,București 86
Strada,Olteniei,nr. 1-37,012841,1,București 86
Strada,Olteniei,nr. 2-4,012843,1,București 86
Strada,Olteniei,nr. 6-18,012844,1,București 86
Strada,Dunei,nr. 1-31,012846,1,București 86
Strada,Dunei,nr. 33-T,012847,1,București 86
Strada,Dunei,nr. 2-20,012848,1,București 86
Strada,Dunei,nr. 22-T,012849,1,București 86
Strada,Fanionului,nr. 1-19,012851,1,București 86
Strada,Fanionului,nr. 21-T,012852,1,București 86
Strada,Fanionului,nr. 2-20,012853,1,București 86
Strada,Fanionului,nr. 22-T,012854,1,București 86
Strada,Limanului,nr. 1-19,012855,1,București 86
Strada,Limanului,nr. 21-T,012856,1,București 86
Strada,Limanului,nr. 2-20,012857,1,București 86
Strada,Limanului,nr. 22-T,012858,1,București 86
Strada,Plaiul Muntelui,nr. 1-19,012861,1,București 86
Strada,Plaiul Muntelui,nr. 21-T,012862,1,București 86
Strada,Plaiul Muntelui,nr. 2-20,012863,1,București 86
Strada,Plaiul Muntelui,nr. 22-T,012864,1,București 86
Strada,Lăpușneanu Alexandru,nr. 1-19,012865,1,București 86
Strada,Lăpușneanu Alexandru,nr. 21-T,012866,1,București 86
Strada,Lăpușneanu Alexandru,nr. 2-20,012867,1,București 86
Strada,Lăpușneanu Alexandru,nr. 22-T,012868,1,București 86
Strada,Oastei,nr. 1-19,012871,1,București 86
Strada,Oastei,nr. 21-T,012872,1,București 86
Strada,Oastei,nr. 2-20,012873,1,București 86
Strada,Oastei,nr. 22-T,012874,1,București 86
Strada,Fortunei,nr. 1-19,012875,1,București 86
Strada,Fortunei,nr. 21-T,012876,1,București 86
Strada,Fortunei,nr. 2-20,012877,1,București 86
Strada,Fortunei,nr. 22-T,012878,1,București 86
Strada,Jimbolia,nr. 143-T,012885,1,București 86
Strada,Jimbolia,nr. 186-T,012888,1,București 86
Șoseaua,Chitilei,nr. 196-226,012405,1,București 86
Șoseaua,Chitilei,nr. 228-238,012406,1,București 86
Șoseaua,Chitilei,nr. 240-T,012407,1,București 86
Bulevardul,Laminorului,nr. 1-53,012947,1,București 86
Bulevardul,Laminorului,nr. 55-63,012948,1,București 86
Bulevardul,Laminorului,nr. 2-40,012953,1,București 86
Bulevardul,Laminorului,nr. 42-82,012954,1,București 86
Strada,Acordului,nr. 1-T,012961,1,București 86
Strada,Acordului,nr. 2-T,012962,1,București 86
Strada,Propășirii,nr. 1-21,012963,1,București 86
Strada,Propășirii,nr. 23-T,012964,1,București 86
Strada,Propășirii,nr. 2-20,012965,1,București 86
Strada,Propășirii,nr. 22-T,012966,1,București 86
Strada,Hotin,nr. 1-21,012971,1,București 86
Strada,Hotin,nr. 23-T,012972,1,București 86
Strada,Hotin,nr. 2-20,012973,1,București 86
Strada,Hotin,nr. 22-T,012974,1,București 86
Strada,Sălăjeni,nr. 1-21,012975,1,București 86
Strada,Sălăjeni,nr. 23-T,012976,1,București 86
Strada,Sălăjeni,nr. 2-20,012977,1,București 86
Strada,Sălăjeni,nr. 22-T,012978,1,București 86
Strada,Petru și Pavel,nr. 1-21,012981,1,București 86
Strada,Petru și Pavel,nr. 23-T,012982,1,București 86
Strada,Petru și Pavel,nr. 2-20,012983,1,București 86
Strada,Petru și Pavel,nr. 22-T,012984,1,București 86
Strada,Mihai Viteazul,nr. 1-21,012985,1,București 86
Strada,Mihai Viteazul,nr. 23-T,012986,1,București 86
Strada,Mihai Viteazul,nr. 2-20,012987,1,București 86
Strada,Mihai Viteazul,nr. 22-T,012988,1,București 86
Strada,Doamna Stanca,nr. 1-T,012991,1,București 86
Strada,Doamna Stanca,nr. 2-T,012992,1,București 86
Strada,Proletarului,nr. 1-27,013025,1,București 86
Strada,Proletarului,nr. 29-T,013026,1,București 86
Strada,Proletarului,nr. 2-32,013027,1,București 86
Strada,Proletarului,nr. 34-T,013028,1,București 86
Strada,16 Februarie,nr. 1-21,013037,1,București 86
Strada,16 Februarie,nr. 23-T,013038,1,București 86
Strada,16 Februarie,nr. 2-T,013039,1,București 86
Strada,"Magheri Ștefan, erou",nr. 1-T,013041,1,București 86
Strada,"Magheri Ștefan, erou",nr. 2-T,013042,1,București 86
Strada,"Godeanu Constantin, slt.",nr. 1-29,013043,1,București 86
Strada,"Godeanu Constantin, slt.",nr. 2-28,013045,1,București 86
Strada,Aeroportului,nr. 1-T,013594,1,București 86
Strada,Aeroportului,nr. 2-118,013595,1,București 86
Bulevardul,Laminorului,nr. 65-95,012949,1,București 86
Bulevardul,Laminorului,nr. 97-133,012951,1,București 86
Bulevardul,Laminorului,nr. 135-T,012952,1,București 86
Strada,Bauxitei,nr. 1-21,012993,1,București 86
Strada,Bauxitei,nr. 23-T,012994,1,București 86
Strada,Bauxitei,nr. 2-20,012995,1,București 86
Strada,Bauxitei,nr. 22-T,012996,1,București 86
Strada,Golovița,nr. 1-21,013011,1,București 86
Strada,Golovița,nr. 23-T,013012,1,București 86
Strada,Golovița,nr. 2-20,013013,1,București 86
Strada,Golovița,nr. 22-T,013014,1,București 86
Strada,Aeromodelului,nr. 1-29,013015,1,București 86
Strada,Aeromodelului,nr. 31-T,013016,1,București 86
Strada,Aeromodelului,nr. 2-28,013017,1,București 86
Strada,Aeromodelului,nr. 30-T,013018,1,București 86
Strada,Oașului,nr. 1-21,013021,1,București 86
Strada,Oașului,nr. 23-T,013022,1,București 86
Strada,Oașului,nr. 2-20,013023,1,București 86
Strada,Oașului,nr. 22-T,013024,1,București 86
Strada,Nazarcea,nr. 55-T,013033,1,București 86
Strada,Nazarcea,nr. 30-T,013036,1,București 86
Strada,Balsamului,nr. 1-T,013061,1,București 86
Strada,Balsamului,nr. 2-T,013062,1,București 86
Strada,Grohotișului,nr. 1-T,013063,1,București 86
Strada,Grohotișului,nr. 2-T,013064,1,București 86
Strada,Cotești,nr. 1-39,013071,1,București 86
Strada,Cotești,nr. 41-T,013072,1,București 86
Strada,Cotești,nr. 2-50,013073,1,București 86
Strada,Cotești,nr. 52-T,013074,1,București 86
Strada,Retortei,nr. 1-21,013075,1,București 86
Strada,Retortei,nr. 23-T,013076,1,București 86
Strada,Retortei,nr. 2-20,013077,1,București 86
Strada,Retortei,nr. 22-T,013078,1,București 86
Strada,Cricovului,nr. 1-21,013081,1,București 86
Strada,Cricovului,nr. 23-T,013082,1,București 86
Strada,Cricovului,nr. 2-20,013083,1,București 86
Strada,Cricovului,nr. 22-T,013084,1,București 86
Strada,Vetrișoara,nr. 1-T,013085,1,București 86
Strada,Vetrișoara,nr. 2-T,013086,1,București 86
Strada,Floare de Crâng,,013087,1,București 86
Strada,Nazarcea,nr. 1-39,013031,1,București 86
Strada,Nazarcea,nr. 41-53,013032,1,București 86
Strada,Nazarcea,nr. 2-16,013034,1,București 86
Strada,Nazarcea,nr. 18-28,013035,1,București 86
Strada,"Godeanu Constantin, slt.",nr. 31-T,013044,1,București 86
Strada,"Godeanu Constantin, slt.",nr. 30-T,013046,1,București 86
Strada,Leordina,nr. 1-T,013047,1,București 86
Strada,Leordina,nr. 2-T,013048,1,București 86
Strada,Producției,nr. 1-T,013051,1,București 86
Strada,Producției,nr. 2-T,013052,1,București 86
Strada,Dârza,nr. 1-T,013053,1,București 86
Strada,Dârza,nr. 2-T,013054,1,București 86
Strada,Avântului,nr. 1-T,013055,1,București 86
Strada,Avântului,nr. 2-T,013056,1,București 86
Strada,Harghita,nr. 1-T,013057,1,București 86
Strada,Harghita,nr. 2-T,013058,1,București 86
Strada,Acetilenei,nr. 1-T,013065,1,București 86
Strada,Acetilenei,nr. 2-T,013066,1,București 86
Strada,Găliceni,nr. 1-T,013091,1,București 86
Strada,Găliceni,nr. 2-T,013092,1,București 86
Strada,Betonierei,nr. 1-T,013093,1,București 86
Strada,Betonierei,nr. 2-T,013094,1,București 86
Strada,Malul Mare,nr. 1-T,013095,1,București 86
Strada,Malul Mare,nr. 2-T,013096,1,București 86
Strada,Duioșiei,nr. 1-19,013101,1,București 86
Strada,Duioșiei,nr. 21-T,013102,1,București 86
Strada,Duioșiei,nr. 2-18,013103,1,București 86
Strada,Duioșiei,nr. 20-T,013104,1,București 86
Strada,Vacanței,nr. 1-19,013105,1,București 86
Strada,Vacanței,nr. 21-T,013106,1,București 86
Strada,Vacanței,nr. 2-28,013107,1,București 86
Strada,Vacanței,nr. 30-T,013108,1,București 86
Strada,Trușești,nr. 17-45,013112,1,București 86
Strada,Trușești,nr. 45B-T,013113,1,București 86
Strada,Trușești,nr. 16-40,013115,1,București 86
Strada,Trușești,nr. 42-T,013116,1,București 86
Strada,Acordeonului,,013117,1,București 86
Strada,Plaurului,nr. 1-T,013118,1,București 86
Strada,Plaurului,nr. 2-T,013119,1,București 86
Bulevardul,Bucureștii Noi,nr. 83-97,012356,1,București 86
Șoseaua,Chitilei,nr. 128-132,012398,1,București 86
Șoseaua,Chitilei,nr. 134-136,012399,1,București 86
Șoseaua,Chitilei,nr. 138-146,012401,1,București 86
Strada,Moldovei,nr. 33-37,012744,1,București 86
Strada,Moldovei,nr. 39-41,012745,1,București 86
Strada,Moldovei,nr. 32-38,012753,1,București 86
Strada,Moldovei,nr. 40-46,012754,1,București 86
Strada,Munteniei,nr. 29-63,012763,1,București 86
Strada,Munteniei,nr. 28-64,012773,1,București 86
Strada,Pieței,nr. 33-35,012793,1,București 86
Strada,Pieței,nr. 37-39,012794,1,București 86
Strada,Pieței,nr. 41-T,012795,1,București 86
Strada,Pieței,nr. 36-42,012798,1,București 86
Strada,Pieței,nr. 44-T,012799,1,București 86
Strada,Șaradei,nr. 1-51,012801,1,București 86
Strada,Șaradei,nr. 53-61,012802,1,București 86
Strada,Șaradei,nr. 63-75,012803,1,București 86
