"Judet","Localitate","Tip artera","Denumire artera","Numar/Bloc","Codpostal"
"Mehedinți","Drobeta-Turnu Severin","Strada","Lepri Romulus, căpitan","nr. 1-29; 2-20","220140"
"Mehedinți","Drobeta-Turnu Severin","Strada","Orly","bl. S6V","220140"
"Mehedinți","Drobeta-Turnu Severin","Strada","Orly","nr. 1-9; 2-10","220140"
"Mehedinți","Drobeta-Turnu Severin","Strada","Saidac Gheorghe, doctor","nr. 25-41; 36-52","220140"
"Mehedinți","Drobeta-Turnu Severin","Piața","Unirii","nr. 1-T; 2-6","220140"
"Mehedinți","Drobeta-Turnu Severin","Strada","Vasilescu Matei","nr. 1-13; 2-12A","220140"
"Mehedinți","Drobeta-Turnu Severin","Strada","Calomfirescu","bl. E17, E18, S5V","220141"
"Mehedinți","Drobeta-Turnu Severin","Strada","Calomfirescu","nr. 115-193; 102-146A","220141"
"Mehedinți","Drobeta-Turnu Severin","Strada","Orly","nr. 11-23; 12-14","220141"
"Mehedinți","Drobeta-Turnu Severin","Strada","Decebal","bl. 41, 43, A1, A2, B1","220145"
"Mehedinți","Drobeta-Turnu Severin","Strada","Decebal","nr. 39-59; 38-62","220145"
"Mehedinți","Drobeta-Turnu Severin","Strada","Smârdan","nr. 1-3","220145"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Carol I","bl. A1, A2, B2","220146"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Carol I","nr. 43-91; 18-20","220146"
"Mehedinți","Drobeta-Turnu Severin","Strada","Coșbuc George","nr. 1-3C; 2-10A","220146"
"Mehedinți","Drobeta-Turnu Severin","Strada","Decebal","nr. 59A-63; 64-70","220146"
"Mehedinți","Drobeta-Turnu Severin","Strada","Eminescu Mihail","nr. 1-37; 2-6","220146"
"Mehedinți","Drobeta-Turnu Severin","Strada","Rahova","nr. 2","220146"
"Mehedinți","Drobeta-Turnu Severin","Strada","Odobleja Ștefan","bl. C2","220147"
"Mehedinți","Drobeta-Turnu Severin","Strada","Odobleja Ștefan","nr. 3-11B, 29-T","220147"
"Mehedinți","Drobeta-Turnu Severin","Strada","Aurelian","nr. 83-85A","220148"
"Mehedinți","Drobeta-Turnu Severin","Strada","Averescu Ion, mareșal","nr. 53-61; 28A-34A","220148"
"Mehedinți","Drobeta-Turnu Severin","Strada","Eroii de la Cerna","bl. E13","220148"
"Mehedinți","Drobeta-Turnu Severin","Strada","Eroii de la Cerna","nr. 4-48","220148"
"Mehedinți","Drobeta-Turnu Severin","Piața","Mică","nr. 1-T; 2, 2A","220148"
"Mehedinți","Drobeta-Turnu Severin","Strada","Traian","nr. 163-177; 126-132","220148"
"Mehedinți","Drobeta-Turnu Severin","Strada","Vasilescu Matei","nr. 15-19; 12B-14","220148"
"Mehedinți","Drobeta-Turnu Severin","Strada","Adrian","nr. 177-183; 140-152","220149"
"Mehedinți","Drobeta-Turnu Severin","Strada","Cernăianu Nicu","nr. 17-31B; 18-22A","220149"
"Mehedinți","Drobeta-Turnu Severin","Strada","Lepri Romulus, căpitan","nr. 31-35; 22-30","220149"
"Mehedinți","Drobeta-Turnu Severin","Strada","Calomfirescu","bl. TS14","220150"
"Mehedinți","Drobeta-Turnu Severin","Strada","Calomfirescu","nr. 195-227; 148-156B","220150"
"Mehedinți","Drobeta-Turnu Severin","Strada","Constantin Brâncoveanu","bl. E12","220150"
"Mehedinți","Drobeta-Turnu Severin","Strada","Constantin Brâncoveanu","nr. 176-188","220150"
"Mehedinți","Drobeta-Turnu Severin","Strada","Odobleja Ștefan","bl. E11","220150"
"Mehedinți","Drobeta-Turnu Severin","Strada","Odobleja Ștefan","nr. 13-27","220150"
"Mehedinți","Drobeta-Turnu Severin","Strada","Constantin Brâncoveanu","bl. E15, E16","220142"
"Mehedinți","Drobeta-Turnu Severin","Strada","Constantin Brâncoveanu","nr. 153-209; 118-174","220142"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","bl. TS16","220142"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","nr. 111-139; 8A, 62-92","220142"
"Mehedinți","Drobeta-Turnu Severin","Strada","Aurelian","nr. 87-95; 88-100","220153"
"Mehedinți","Drobeta-Turnu Severin","Strada","Coșbuc George","nr. 5-21; 12-12A","220153"
"Mehedinți","Drobeta-Turnu Severin","Strada","Kiseleff","nr. 1-37","220153"
"Mehedinți","Drobeta-Turnu Severin","Strada","Odobleja Ștefan","bl. E9, E10","220154"
"Mehedinți","Drobeta-Turnu Severin","Strada","Odobleja Ștefan","nr. 2-T","220154"
"Mehedinți","Drobeta-Turnu Severin","Strada","Traian","nr. 179-207; 134-150","220154"
"Mehedinți","Drobeta-Turnu Severin","Strada","Averescu Ion, mareșal","nr. 63-81; 36-52B","220155"
"Mehedinți","Drobeta-Turnu Severin","Strada","Cernăianu Nicu","nr. 33-43; 24-52","220155"
"Mehedinți","Drobeta-Turnu Severin","Strada","Coșbuc George","nr. 23-29; 14-26B","220155"
"Mehedinți","Drobeta-Turnu Severin","Strada","Lepri Romulus, căpitan","nr. 37A-51; 32-50","220155"
"Mehedinți","Drobeta-Turnu Severin","Piața","Mică","nr. 4-T","220155"
"Mehedinți","Drobeta-Turnu Severin","Strada","Vasilescu Matei","nr. 21-33; 16-22A","220155"
"Mehedinți","Drobeta-Turnu Severin","Strada","Adrian","nr. 185-197; 154-164","220156"
"Mehedinți","Drobeta-Turnu Severin","Strada","Calomfirescu","nr. 158-166","220156"
"Mehedinți","Drobeta-Turnu Severin","Strada","Coșbuc George","bl. E7, E8","220156"
"Mehedinți","Drobeta-Turnu Severin","Strada","Coșbuc George","nr. 31-T","220156"
"Mehedinți","Drobeta-Turnu Severin","Strada","Eroii de la Cerna","bl. A3","220157"
"Mehedinți","Drobeta-Turnu Severin","Strada","Eroii de la Cerna","nr. 51-T; 58-T","220157"
"Mehedinți","Drobeta-Turnu Severin","Strada","Săvoiu Corneliu, maior","bl. A1, A2, C1","220157"
"Mehedinți","Drobeta-Turnu Severin","Strada","Săvoiu Corneliu, maior","nr. 1-T; 4-T","220157"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","bl. TS12","220157"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","nr. 141-161","220157"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Carol I","nr. 93-T; 22-T","220160"
"Mehedinți","Drobeta-Turnu Severin","Strada","Decebal","nr. 63A-T; 72-T","220160"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Dunării","","220160"
"Mehedinți","Drobeta-Turnu Severin","Strada","Independenței","nr. 1-27C","220160"
"Mehedinți","Drobeta-Turnu Severin","Strada","Kiseleff","bl. B6-B8","220160"
"Mehedinți","Drobeta-Turnu Severin","Strada","Kiseleff","nr. 2-6","220160"
"Mehedinți","Drobeta-Turnu Severin","Strada","Kiseleff","bl. E3, E5","220161"
"Mehedinți","Drobeta-Turnu Severin","Strada","Kiseleff","nr. 39-43; 42","220161"
"Mehedinți","Drobeta-Turnu Severin","Strada","Aurelian","nr. 97-107B; 102-110A","220162"
"Mehedinți","Drobeta-Turnu Severin","Strada","Averescu Ion, mareșal","nr. 83-107; 52C-74","220162"
"Mehedinți","Drobeta-Turnu Severin","Strada","Cernăianu Nicu","nr. 45-65A; 54-84","220162"
"Mehedinți","Drobeta-Turnu Severin","Strada","Kiseleff","nr. 8-16","220162"
"Mehedinți","Drobeta-Turnu Severin","Strada","Traian","nr. 209-237; 152-172","220162"
"Mehedinți","Drobeta-Turnu Severin","Strada","Vasilescu Matei","nr. 33A-55A","220162"
"Mehedinți","Drobeta-Turnu Severin","Strada","Adrian","nr. 199-235; 166-192","220163"
"Mehedinți","Drobeta-Turnu Severin","Strada","Calomfirescu","nr. 168-178B","220163"
"Mehedinți","Drobeta-Turnu Severin","Strada","Constantin Brâncoveanu","bl. E4","220163"
"Mehedinți","Drobeta-Turnu Severin","Strada","Constantin Brâncoveanu","nr. 190-258","220163"
"Mehedinți","Drobeta-Turnu Severin","Strada","Coșbuc George","bl. E6","220163"
"Mehedinți","Drobeta-Turnu Severin","Strada","Coșbuc George","nr. 28-T","220163"
"Mehedinți","Drobeta-Turnu Severin","Strada","Independenței","nr. 29-37","220163"
"Mehedinți","Drobeta-Turnu Severin","Strada","Kiseleff","nr. 18-40","220163"
"Mehedinți","Drobeta-Turnu Severin","Strada","Lepri Romulus, căpitan","nr. 53-83; 52-70","220163"
"Mehedinți","Drobeta-Turnu Severin","Strada","Constantin Brâncoveanu","bl. IS8, TS10","220164"
"Mehedinți","Drobeta-Turnu Severin","Strada","Constantin Brâncoveanu","nr. 211-223","220164"
"Mehedinți","Drobeta-Turnu Severin","Strada","1 Decembrie 1918","bl. 5, S2","220167"
"Mehedinți","Drobeta-Turnu Severin","Strada","1 Decembrie 1918","nr. 45-T","220167"
"Mehedinți","Drobeta-Turnu Severin","Strada","Babeș Victor, doctor","bl. 1, 6","220167"
"Mehedinți","Drobeta-Turnu Severin","Strada","Babeș Victor, doctor","nr. 57-71; 40-92","220167"
"Mehedinți","Drobeta-Turnu Severin","Strada","Independenței","bl. IC1C","220167"
"Mehedinți","Drobeta-Turnu Severin","Strada","Independenței","nr. 30","220167"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","bl. 3, IN2A, IN2B","220168"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","nr. 163-211, 225","220168"
"Mehedinți","Drobeta-Turnu Severin","Strada","Independenței","bl. 5S1","220169"
"Mehedinți","Drobeta-Turnu Severin","Strada","Independenței","nr. 28","220169"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","bl. IS3A, IS3B, IS7","220169"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","nr. 130-134","220169"
"Mehedinți","Drobeta-Turnu Severin","Strada","Calomfirescu","bl. 9S","220170"
"Mehedinți","Drobeta-Turnu Severin","Strada","Calomfirescu","nr. 229-261; 180-202","220170"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","bl. IS4A, IS4B, IS6","220170"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","nr. 94-128","220170"
"Mehedinți","Drobeta-Turnu Severin","Strada","1 Decembrie 1918","nr. 1-43","220171"
"Mehedinți","Drobeta-Turnu Severin","Strada","Adrian","nr. 237-251; 194-200","220171"
"Mehedinți","Drobeta-Turnu Severin","Strada","Averescu Ion, mareșal","nr. 109-117; 74A-80","220171"
"Mehedinți","Drobeta-Turnu Severin","Strada","Calomfirescu","nr. 204-216","220171"
"Mehedinți","Drobeta-Turnu Severin","Strada","Cernăianu Nicu","nr. 67-81; 86A-96","220171"
"Mehedinți","Drobeta-Turnu Severin","Strada","Independenței","nr. 2-12, 14-26","220171"
"Mehedinți","Drobeta-Turnu Severin","Strada","Lepri Romulus, căpitan","nr. 85-89; 72-96","220171"
"Mehedinți","Drobeta-Turnu Severin","Piața","Poteca Eufrosin","","220171"
"Mehedinți","Drobeta-Turnu Severin","Strada","Traian","nr. 239-257; 174-192","220171"
"Mehedinți","Drobeta-Turnu Severin","Strada","Vasilescu Matei","nr. 57-65B; 24-52","220171"
"Mehedinți","Drobeta-Turnu Severin","Strada","Aurelian","nr. 109-T; 112-T","220174"
"Mehedinți","Drobeta-Turnu Severin","Strada","Creangă Ion","","220174"
"Mehedinți","Drobeta-Turnu Severin","Piața","Ghica","","220174"
"Mehedinți","Drobeta-Turnu Severin","Strada","Saligny Anghel","nr. 1-7; 2-32","220174"
"Mehedinți","Drobeta-Turnu Severin","Strada","Traian","nr. 259-287; 194-228","220174"
"Mehedinți","Drobeta-Turnu Severin","Strada","Fratoștineanu","","220175"
"Mehedinți","Drobeta-Turnu Severin","Strada","Grigorescu Nicolae","","220175"
"Mehedinți","Drobeta-Turnu Severin","Strada","Panduri","","220175"
"Mehedinți","Drobeta-Turnu Severin","Strada","Gheață Dumitru","bl. 3, 4, 6","220176"
"Mehedinți","Drobeta-Turnu Severin","Strada","Gheață Dumitru","nr. 2-6","220176"
"Mehedinți","Drobeta-Turnu Severin","Strada","Traian","nr. 230-T","220176"
"Mehedinți","Drobeta-Turnu Severin","Strada","Topolniței","nr. 1-7; 2-4","220177"
"Mehedinți","Drobeta-Turnu Severin","Strada","1 Decembrie 1918","nr. 2-8A","220178"
"Mehedinți","Drobeta-Turnu Severin","Strada","Călărași","nr. 1-5; 2-8","220178"
"Mehedinți","Drobeta-Turnu Severin","Strada","Oituz","nr. 1-15; 2-10","220178"
"Mehedinți","Drobeta-Turnu Severin","Strada","Vasilescu Matei","nr. 67-T; 54-T","220178"
"Mehedinți","Drobeta-Turnu Severin","Strada","1 Decembrie 1918","bl. 7","220181"
"Mehedinți","Drobeta-Turnu Severin","Strada","1 Decembrie 1918","nr. 10-T","220181"
"Mehedinți","Drobeta-Turnu Severin","Strada","Averescu Ion, mareșal","bl. B2","220183"
"Mehedinți","Drobeta-Turnu Severin","Strada","Averescu Ion, mareșal","nr. 119-T; 82-T","220183"
"Mehedinți","Drobeta-Turnu Severin","Strada","Saligny Anghel","bl. 3, 4","220183"
"Mehedinți","Drobeta-Turnu Severin","Strada","Saligny Anghel","nr. 9-49; 34-112","220183"
"Mehedinți","Drobeta-Turnu Severin","Strada","Traian","bl. 1","220183"
"Mehedinți","Drobeta-Turnu Severin","Strada","Traian","nr. 289-T","220183"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","bl. 2S","220184"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","nr. 138","220184"
"Mehedinți","Drobeta-Turnu Severin","Strada","Adrian","nr. 253-T; 202-276","220185"
"Mehedinți","Drobeta-Turnu Severin","Strada","Călărași","nr. 7-31; 10, 10A","220185"
"Mehedinți","Drobeta-Turnu Severin","Strada","Cernăianu Nicu","nr. 83-T; 98-T","220185"
"Mehedinți","Drobeta-Turnu Severin","Strada","Lepri Romulus, căpitan","nr. 91-117; 98-106 A","220185"
"Mehedinți","Drobeta-Turnu Severin","Strada","Oituz","bl. 1, 2","220185"
"Mehedinți","Drobeta-Turnu Severin","Strada","Oituz","nr. 17-T; 12-T","220185"
"Mehedinți","Drobeta-Turnu Severin","Strada","Calomfirescu","bl. 5, 6, B1, B2","220186"
"Mehedinți","Drobeta-Turnu Severin","Strada","Calomfirescu","nr. 263-275; 218-240","220186"
"Mehedinți","Drobeta-Turnu Severin","Strada","Constantin Brâncoveanu","bl. A1-A6","220207"
"Mehedinți","Drobeta-Turnu Severin","Strada","Constantin Brâncoveanu","bl. B3, C1, TS1, TS1A","220207"
"Mehedinți","Drobeta-Turnu Severin","Strada","Constantin Brâncoveanu","nr. 225-T; 260-T","220207"
"Mehedinți","Drobeta-Turnu Severin","Strada","Constantin Brâncoveanu","nr. 260-264","220207"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","bl. TS2, TS3","220207"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","nr. 140-T","220207"
"Mehedinți","Drobeta-Turnu Severin","Strada","Săvoiu Corneliu, maior","bl. B1","220182"
"Mehedinți","Drobeta-Turnu Severin","Strada","Săvoiu Corneliu, maior","nr. 2","220182"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","bl. 4S","220182"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","nr. 213-219; 136","220182"
"Mehedinți","Drobeta-Turnu Severin","Strada","Babeș Victor, doctor","nr. 1-13","220189"
"Mehedinți","Drobeta-Turnu Severin","Strada","Eminescu Mihail","nr. 39-T; 8-T","220189"
"Mehedinți","Drobeta-Turnu Severin","Strada","Eroii de la Cerna","nr. 31-49; 50-56","220189"
"Mehedinți","Drobeta-Turnu Severin","Strada","Ionescu Șișești Gheorghe","bl. 19, 19A, G1, P1, P4","220189"
"Mehedinți","Drobeta-Turnu Severin","Strada","Ionescu Șișești Gheorghe","nr. 1-41; 2-58","220189"
"Mehedinți","Drobeta-Turnu Severin","Strada","Alion","bl. KA3","220190"
"Mehedinți","Drobeta-Turnu Severin","Strada","Alion","nr. 1-19A; 66B","220190"
"Mehedinți","Drobeta-Turnu Severin","Strada","Independenței","bl. KA2, IN1B","220190"
"Mehedinți","Drobeta-Turnu Severin","Strada","Independenței","nr. 39-47","220190"
"Mehedinți","Drobeta-Turnu Severin","Strada","Kiseleff","bl. KA4, P3","220190"
"Mehedinți","Drobeta-Turnu Severin","Strada","Kiseleff","nr. 51-57; 66","220190"
"Mehedinți","Drobeta-Turnu Severin","Strada","Babeș Victor, doctor","bl. KA1, KM5, P5-P7, P5A, TN17","220191"
"Mehedinți","Drobeta-Turnu Severin","Strada","Babeș Victor, doctor","bl. TN19","220191"
"Mehedinți","Drobeta-Turnu Severin","Strada","Babeș Victor, doctor","nr. 15-55; 2-38","220191"
"Mehedinți","Drobeta-Turnu Severin","Strada","Kiseleff","nr. 45-49; 44-64","220191"
"Mehedinți","Drobeta-Turnu Severin","Strada","Alion","bl. B2, P2","220192"
"Mehedinți","Drobeta-Turnu Severin","Strada","Alion","nr. 2-34, 64","220192"
"Mehedinți","Drobeta-Turnu Severin","Strada","Veterani","bl. KM6","220192"
"Mehedinți","Drobeta-Turnu Severin","Strada","Veterani","nr. 1-5; 2-30","220192"
"Mehedinți","Drobeta-Turnu Severin","Strada","Florescu Grigore","bl. A4, A5, H1, H2","220193"
"Mehedinți","Drobeta-Turnu Severin","Strada","Florescu Grigore","nr. 1-T; 8-T","220193"
"Mehedinți","Drobeta-Turnu Severin","Strada","Kiseleff","bl. 3","220196"
"Mehedinți","Drobeta-Turnu Severin","Strada","Kiseleff","nr. 76","220196"
"Mehedinți","Drobeta-Turnu Severin","Strada","Maniu Iuliu","nr. 5-7","220196"
"Mehedinți","Drobeta-Turnu Severin","Strada","Florescu Grigore","bl. A7, A8","220197"
"Mehedinți","Drobeta-Turnu Severin","Strada","Florescu Grigore","nr. 2-4","220197"
"Mehedinți","Drobeta-Turnu Severin","Strada","Kiseleff","bl. KA6","220197"
"Mehedinți","Drobeta-Turnu Severin","Strada","Kiseleff","nr. 68-74","220197"
"Mehedinți","Drobeta-Turnu Severin","Strada","Maniu Iuliu","bl. 4, KM3, KM4","220197"
"Mehedinți","Drobeta-Turnu Severin","Strada","Maniu Iuliu","nr. 9-19; 2-22","220197"
"Mehedinți","Drobeta-Turnu Severin","Strada","Mărăști","nr. 1-3 A","220197"
"Mehedinți","Drobeta-Turnu Severin","Strada","Adrian","nr. 278-T","220208"
"Mehedinți","Drobeta-Turnu Severin","Strada","Calomfirescu","bl. B4-B7","220208"
"Mehedinți","Drobeta-Turnu Severin","Strada","Calomfirescu","nr. 277-T; 242-T","220208"
"Mehedinți","Drobeta-Turnu Severin","Strada","Călărași","nr. 12-T","220208"
"Mehedinți","Drobeta-Turnu Severin","Strada","Lepri Romulus, căpitan","nr. 119-T; 108-T","220208"
"Mehedinți","Drobeta-Turnu Severin","Strada","Topolniței","bl. 1-3","220208"
"Mehedinți","Drobeta-Turnu Severin","Strada","Topolniței","nr. 9-13","220208"
"Mehedinți","Drobeta-Turnu Severin","Strada","Babeș Victor, doctor","bl. A2, C1, C2, D, E2, E3, TN6","220212"
"Mehedinți","Drobeta-Turnu Severin","Strada","Babeș Victor, doctor","nr. 91-T; 96-T","220212"
"Mehedinți","Drobeta-Turnu Severin","Strada","Ionescu Șișești Gheorghe","bl. A3","220212"
"Mehedinți","Drobeta-Turnu Severin","Strada","Ionescu Șișești Gheorghe","nr. 94-98","220212"
"Mehedinți","Drobeta-Turnu Severin","Strada","Topolniței","bl. A1, B1","220212"
"Mehedinți","Drobeta-Turnu Severin","Strada","Topolniței","nr. 25-T","220212"
"Mehedinți","Drobeta-Turnu Severin","Strada","Gheață Dumitru","bl. 12, 14, B1, 16A, 16B","220220"
"Mehedinți","Drobeta-Turnu Severin","Strada","Gheață Dumitru","bl. 16C, G2","220220"
"Mehedinți","Drobeta-Turnu Severin","Strada","Gheață Dumitru","nr. 6A-T","220220"
"Mehedinți","Drobeta-Turnu Severin","Strada","Topolniței","bl. 4","220220"
"Mehedinți","Drobeta-Turnu Severin","Strada","Topolniței","nr. 6, 6A","220220"
"Mehedinți","Drobeta-Turnu Severin","Strada","Babeș Victor, doctor","bl. B1, B3, 7","220211"
"Mehedinți","Drobeta-Turnu Severin","Strada","Babeș Victor, doctor","nr. 73-89; 94","220211"
"Mehedinți","Drobeta-Turnu Severin","Strada","Călărași","bl. A4, E1","220211"
"Mehedinți","Drobeta-Turnu Severin","Strada","Călărași","nr. 33-T","220211"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","bl. 4","220211"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","nr. 221-223, 227","220211"
"Mehedinți","Drobeta-Turnu Severin","Strada","Alion","bl. 1, 2","220213"
"Mehedinți","Drobeta-Turnu Severin","Strada","Alion","nr. 72, 74","220213"
"Mehedinți","Drobeta-Turnu Severin","Strada","Ionescu Șișești Gheorghe","bl. 1, 3","220213"
"Mehedinți","Drobeta-Turnu Severin","Strada","Ionescu Șișești Gheorghe","bl. 2","220213"
"Mehedinți","Drobeta-Turnu Severin","Strada","Ionescu Șișești Gheorghe","nr. 67-T; 74-92, 100-T","220213"
"Mehedinți","Drobeta-Turnu Severin","Strada","Alion","bl. 2, A4, B2, G2, VT1-VT4","220214"
"Mehedinți","Drobeta-Turnu Severin","Strada","Alion","nr. 63-T; 76-T","220214"
"Mehedinți","Drobeta-Turnu Severin","Strada","Topolniței","bl. B20","220214"
"Mehedinți","Drobeta-Turnu Severin","Strada","Topolniței","nr. 15-23; 8-T","220214"
"Mehedinți","Drobeta-Turnu Severin","Strada","Veterani","bl. A2, G3-G5","220215"
"Mehedinți","Drobeta-Turnu Severin","Strada","Veterani","nr. 47-T; 40-44, 48-T","220215"
"Mehedinți","Drobeta-Turnu Severin","Strada","Maniu Iuliu","bl. 21, 22","220216"
"Mehedinți","Drobeta-Turnu Severin","Strada","Maniu Iuliu","nr. 21-39; 32-T","220216"
"Mehedinți","Drobeta-Turnu Severin","Strada","Saligny Anghel","bl. 1, 2, 100, A1","220216"
"Mehedinți","Drobeta-Turnu Severin","Strada","Saligny Anghel","nr. 114-126","220216"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","bl. 5","220219"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","nr. 229-245","220219"
"Mehedinți","Drobeta-Turnu Severin","Strada","Sergescu Petre","bl. A1-A3, B1, B2, D1","220200"
"Mehedinți","Drobeta-Turnu Severin","Strada","Sergescu Petre","nr. 2-T","220200"
"Mehedinți","Drobeta-Turnu Severin","Strada","Sergescu Petre","bl. C1-C6","220221"
"Mehedinți","Drobeta-Turnu Severin","Strada","Sergescu Petre","nr. 5-T","220221"
"Mehedinți","Drobeta-Turnu Severin","Aleea","Cloșani","bl. E, F","220222"
"Mehedinți","Drobeta-Turnu Severin","Aleea","Cloșani","nr. 1-T; 2","220222"
"Mehedinți","Drobeta-Turnu Severin","Aleea","Cloșani","bl. I","220223"
"Mehedinți","Drobeta-Turnu Severin","Aleea","Cloșani","nr. 4","220223"
"Mehedinți","Drobeta-Turnu Severin","Aleea","Cloșani","bl. G1","220224"
"Mehedinți","Drobeta-Turnu Severin","Aleea","Cloșani","nr. 6-T","220224"
"Mehedinți","Drobeta-Turnu Severin","Strada","Sergescu Petre","bl. G2, H","220224"
"Mehedinți","Drobeta-Turnu Severin","Strada","Sergescu Petre","nr. 1-3","220224"
"Mehedinți","Drobeta-Turnu Severin","Strada","Crișana","bl. 6","220225"
"Mehedinți","Drobeta-Turnu Severin","Strada","Crișana","nr. 1-19","220225"
"Mehedinți","Drobeta-Turnu Severin","Strada","Florescu Grigore","bl. A6","220225"
"Mehedinți","Drobeta-Turnu Severin","Strada","Florescu Grigore","nr. 6","220225"
"Mehedinți","Drobeta-Turnu Severin","Strada","Maniu Iuliu","bl. 5","220225"
"Mehedinți","Drobeta-Turnu Severin","Strada","Maniu Iuliu","nr. 1-3","220225"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Brătianu Ion Constantin","bl. 2-4","220226"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Brătianu Ion Constantin","nr. 13-T; 2-T","220226"
"Mehedinți","Drobeta-Turnu Severin","Strada","Caleaa Tg. Jiu","","220226"
"Mehedinți","Drobeta-Turnu Severin","Aleea","Constructorului","","220226"
"Mehedinți","Drobeta-Turnu Severin","Aleea","Gruii","","220226"
"Mehedinți","Drobeta-Turnu Severin","Strada","Crișana","nr. 2-38","220227"
"Mehedinți","Drobeta-Turnu Severin","Strada","Kiseleff","nr. 59-T; 78-T","220227"
"Mehedinți","Drobeta-Turnu Severin","Strada","Moldova","bl. 1","220227"
"Mehedinți","Drobeta-Turnu Severin","Strada","Moldova","nr. 2-T","220227"
"Mehedinți","Drobeta-Turnu Severin","Strada","Transilvaniei","bl. 3","220227"
"Mehedinți","Drobeta-Turnu Severin","Strada","Transilvaniei","nr. 2-4","220227"
"Mehedinți","Drobeta-Turnu Severin","Strada","Independenței","nr. 34-T","220228"
"Mehedinți","Drobeta-Turnu Severin","Strada","Independenței","nr. 55-T","220229"
"Mehedinți","Drobeta-Turnu Severin","Strada","Moldova","bl. 4","220229"
"Mehedinți","Drobeta-Turnu Severin","Strada","Moldova","nr. 1-T","220229"
"Mehedinți","Drobeta-Turnu Severin","Strada","Transilvaniei","bl. 2","220229"
"Mehedinți","Drobeta-Turnu Severin","Strada","Transilvaniei","nr. 1-17; 6-12","220229"
"Mehedinți","Drobeta-Turnu Severin","Strada","Griviței","nr. 25-T; 24-T","220232"
"Mehedinți","Drobeta-Turnu Severin","Strada","Orly","nr. 16-32","220232"
"Mehedinți","Drobeta-Turnu Severin","Strada","Smârdan","nr. 47-T","220232"
"Mehedinți","Drobeta-Turnu Severin","Strada","Tabla Buții","nr. 79-T; 96-T","220232"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Vladimirescu Tudor","nr. 91-109","220232"
"Mehedinți","Drobeta-Turnu Severin","Strada","Plevnei","nr. 17-T; 20-T","220233"
"Mehedinți","Drobeta-Turnu Severin","Strada","Băile Romane","","220234"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Carol I","nr. 4-14","220234"
"Mehedinți","Drobeta-Turnu Severin","Bulevardul","Porțile de Fier","","220234"
"Mehedinți","Drobeta-Turnu Severin","Piața","Radu Negru","","220234"
"Mehedinți","Drobeta-Turnu Severin","Aleea","Gării","","220235"
"Mehedinți","Drobeta-Turnu Severin","Strada","Roșiori","","220235"
"Mehedinți","Drobeta-Turnu Severin","Calea","Timișoarei","nr. 179-T; 224-T","220235"
"Mehedinți","Drobeta-Turnu Severin","Prelungirea","Crișana","","220198"
"Mehedinți","Drobeta-Turnu Severin","Strada","Crișana","nr. 21-T; 40-T","220198"
"Mehedinți","Drobeta-Turnu Severin","Strada","Independenței","bl. 1, KM1, KM2","220198"
"Mehedinți","Drobeta-Turnu Severin","Strada","Independenței","nr. 49-53","220198"
"Mehedinți","Drobeta-Turnu Severin","Strada","Saligny Anghel","nr. 51-T; 128-T","220198"
"Mehedinți","Drobeta-Turnu Severin","Strada","Transilvaniei","nr. 19-T; 14-T","220198"
"Mehedinți","Drobeta-Turnu Severin","Strada","Maniu Iuliu","nr. 41-T; 24-30","220199"
