"Judet","Localitate","Tip artera","Denumire artera","Numar/Bloc","Codpostal"
"Constanța","Constanța","Strada","Cuza Vodă","nr. 35-41; 50-58","900682"
"Constanța","Constanța","Bulevardul","Ferdinand","nr. 38-44","900682"
"Constanța","Constanța","Strada","Mihai Viteazu","nr. 3-49; 2-60","900682"
"Constanța","Constanța","Strada","Miron Costin","","900682"
"Constanța","Constanța","Strada","Brătescu Constantin","nr. 25-33; 24-32","900683"
"Constanța","Constanța","Strada","Daciei","nr. 11-19; 32-38","900683"
"Constanța","Constanța","Strada","Sarmisegetusa","nr. 19-21; 32-38","900683"
"Constanța","Constanța","Strada","Ștefan cel Mare","nr. 55-61; 42-54","900683"
"Constanța","Constanța","Strada","Bolintineanu Dimitrie","nr. 17-27; 28-42","900684"
"Constanța","Constanța","Strada","Decebal","nr. 47-53; 56-72","900684"
"Constanța","Constanța","Strada","Vladimirescu Tudor","nr. 17-21; 46","900684"
"Constanța","Constanța","Strada","Voronca Ilarie","","900684"
"Constanța","Constanța","Strada","Grivița","nr. 11-23; 22-26","900685"
"Constanța","Constanța","Bulevardul","Mamaia","nr. 8-10","900685"
"Constanța","Constanța","Strada","Sabinelor","nr. 1-15; 2-18","900685"
"Constanța","Constanța","Strada","Zorilor","","900685"
"Constanța","Constanța","Strada","Bolintineanu Dimitrie","nr. 27A-33; 42A-56","900690"
"Constanța","Constanța","Bulevardul","Duca Ion Gheorghe","nr. 32-38","900690"
"Constanța","Constanța","Strada","Sabinelor","nr. 17-35; 20-46","900690"
"Constanța","Constanța","Strada","Vladimirescu Tudor","nr. 25-T; 52-T","900690"
"Constanța","Constanța","Strada","Brătescu Constantin","nr. 35-39; 34-40","900691"
"Constanța","Constanța","Strada","Daciei","nr. 21-27; 40-48","900691"
"Constanța","Constanța","Strada","Decebal","nr. 55-67; 74-78","900691"
"Constanța","Constanța","Strada","Grivița","nr. 28-38","900691"
"Constanța","Constanța","Strada","Sarmisegetusa","nr. 40-48","900691"
"Constanța","Constanța","Strada","Cuza Vodă","nr. 43-67; 60-78","900692"
"Constanța","Constanța","Strada","Enescu George","","900692"
"Constanța","Constanța","Strada","Petre Romulus, căpitan","","900692"
"Constanța","Constanța","Strada","Ștefan cel Mare","nr. 63-81; 56-68","900692"
"Constanța","Constanța","Bulevardul","Ferdinand","nr. 46-56","900693"
"Constanța","Constanța","Strada","Jupiter","nr. 1-1A; 2-4","900693"
"Constanța","Constanța","Strada","Lazăr Gheorghe","nr. 1-5; 2-6","900693"
"Constanța","Constanța","Strada","Mercur","nr. 1-7; 2-6","900693"
"Constanța","Constanța","Strada","Mihăileanu Ștefan","nr. 1-9, 43; 2-42","900693"
"Constanța","Constanța","Strada","Daciei","nr. 29-T; 50-T","900696"
"Constanța","Constanța","Strada","Decebal","nr. 69-T; 80-T","900696"
"Constanța","Constanța","Strada","Sarmisegetusa","nr. 23-23B; 50-64","900696"
"Constanța","Constanța","Strada","Bolintineanu Dimitrie","nr. 35A-T; 58-T","900697"
"Constanța","Constanța","Strada","Cuza Vodă","nr. 69-75; 78bis-80","900697"
"Constanța","Constanța","Bulevardul","Duca Ion Gheorghe","nr. 1-47; 2-30B","900697"
"Constanța","Constanța","Bulevardul","Mamaia","nr. 1-15; 2-6","900697"
"Constanța","Constanța","Strada","Atelierelor","nr. 2","900698"
"Constanța","Constanța","Strada","Brătescu Constantin","nr. 41-43F; 42-50","900698"
"Constanța","Constanța","Piața","Grivița","","900698"
"Constanța","Constanța","Strada","Jupiter","nr. 3-T; 6-T","900698"
"Constanța","Constanța","Strada","Ștefan cel Mare","nr. 83-101; 70-92","900698"
"Constanța","Constanța","Bulevardul","Ferdinand","nr. 62","900699"
"Constanța","Constanța","Strada","Lazăr Gheorghe","nr. 5A-T; 8-T","900699"
"Constanța","Constanța","Strada","Mercur","nr. 9-T; 8-T","900699"
"Constanța","Constanța","Strada","Mihăileanu Ștefan","nr. 11-41","900699"
"Constanța","Constanța","Bulevardul","Duca Ion Gheorghe","nr. 49-65","900702"
"Constanța","Constanța","Strada","Olteniei","","900702"
"Constanța","Constanța","Strada","Sabinelor","nr. 37-T; 48-T","900702"
"Constanța","Constanța","Strada","Sarmisegetusa","nr. 25-T; 66-T","900702"
"Constanța","Constanța","Strada","Atelierelor","nr. 1-T; 4-T","900703"
"Constanța","Constanța","Strada","Brătescu Constantin","nr. 45-T; 52-T","900703"
"Constanța","Constanța","Strada","Grivița","nr. 25-T; 40-T","900703"
"Constanța","Constanța","Strada","Cuza Vodă","nr. 77-T; 82-T","900704"
"Constanța","Constanța","Bulevardul","Ferdinand","nr. 64-92","900704"
"Constanța","Constanța","Strada","Avram Iancu","nr. 2-T","900705"
"Constanța","Constanța","Strada","Saligny Anghel","","900705"
"Constanța","Constanța","Strada","Ștefan cel Mare","nr. 103-123; 94-118","900705"
"Constanța","Constanța","Bulevardul","Ferdinand","nr. 94-116","900709"
"Constanța","Constanța","Strada","Ștefan cel Mare","nr. 125-T","900709"
"Constanța","Constanța","Stradelă","Basarabi","","900710"
"Constanța","Constanța","Strada","Labirint","nr. 1-31; 2-20A","900710"
"Constanța","Constanța","Strada","Cerealelor","nr. 3-31A; 10-22","900710"
"Constanța","Constanța","Bulevardul","1 Decembrie 1918","nr. 1-19","900711"
"Constanța","Constanța","Bulevardul","Brătianu Constantin Ion","nr. 1-15","900711"
"Constanța","Constanța","Strada","Burada Theodor","nr. 2-14B","900711"
"Constanța","Constanța","Bulevardul","1 Decembrie 1918","nr. 2A, 2B, 2C","900716"
"Constanța","Constanța","Prelungirea","Traian","","900716"
"Constanța","Constanța","Strada","Traian","nr. 62-T","900716"
"Constanța","Constanța","Bulevardul","Ferdinand","nr. 77-T","900717"
"Constanța","Constanța","Aleea","Lupeni","","900720"
"Constanța","Constanța","Strada","Traian","nr. 55-T; 30-60","900720"
"Constanța","Constanța","Bulevardul","Ferdinand","nr. 13-75","900721"
"Constanța","Constanța","Strada","Ignat Grigore, căpitan","","900725"
"Constanța","Constanța","Strada","Mihai Viteazu","nr. 1","900725"
"Constanța","Constanța","Bulevardul","Tomis","nr. 51-69","900725"
"Constanța","Constanța","Strada","Traian","nr. 43-53; 26-28","900725"
"Constanța","Constanța","Strada","Cuza Vodă","nr. 17-25; 22-34","900726"
"Constanța","Constanța","Bulevardul","Ferdinand","nr. 7-11; 18-28","900726"
"Constanța","Constanța","Strada","Ștefan cel Mare","nr. 19-33; 2-24","900726"
"Constanța","Constanța","Strada","Brătescu Constantin","nr. 7-9; 12-14","900727"
"Constanța","Constanța","Strada","Grivița","nr. 1-9; 2-16","900727"
"Constanța","Constanța","Strada","Răscoalei 1907","","900727"
"Constanța","Constanța","Strada","Bolintineanu Dimitrie","nr. 1-3; 2-4","900728"
"Constanța","Constanța","Strada","Daciei","nr. 1A-3; 10-12","900728"
"Constanța","Constanța","Strada","Decebal","nr. 33-35; 40-42","900728"
"Constanța","Constanța","Strada","Sarmisegetusa","nr. 7-9; 12-18","900728"
"Constanța","Constanța","Strada","Vladimirescu Tudor","nr. 9-9B; 28-30","900728"
"Constanța","Constanța","Strada","Agricultori","","900160"
"Constanța","Constanța","Strada","Burada Theodor","nr. 16-T","900160"
"Constanța","Constanța","Strada","Caragiale Ion Luca","nr. 19-45A","900160"
"Constanța","Constanța","Strada","Corvin Ion","","900160"
"Constanța","Constanța","Strada","Bărăgan","nr. 1-7; 10-T","900161"
"Constanța","Constanța","Bulevardul","Brătianu Constantin Ion","nr. 2-6","900161"
"Constanța","Constanța","Strada","București","nr. 13-T; 10-T","900161"
"Constanța","Constanța","Strada","Cibinului","nr. 1-9; 2-10","900161"
"Constanța","Constanța","Strada","Industriei Mici","","900161"
"Constanța","Constanța","Bulevardul","1 Decembrie 1918","nr. 21-31","900162"
"Constanța","Constanța","Strada","Ardealului","","900162"
"Constanța","Constanța","Strada","Cerealelor","nr. 33-T; 24-T","900162"
"Constanța","Constanța","Strada","Caragiale Ion Luca","nr. 1-3","900167"
"Constanța","Constanța","Bulevardul","1 Decembrie 1918","nr. 33-T","900168"
"Constanța","Constanța","Strada","București","nr. 8","900169"
"Constanța","Constanța","Aleea","Violetelor","","900169"
"Constanța","Constanța","Aleea","Lalelelor","","900170"
"Constanța","Constanța","Strada","Avram Iancu","nr. 1-41","900175"
"Constanța","Constanța","Strada","București","nr. 1-11; 2-6","900175"
"Constanța","Constanța","Bulevardul","1 Decembrie 1918","nr. 2-6","900176"
"Constanța","Constanța","Aleea","Garofiței","nr. 1-11; 2-24","900177"
"Constanța","Constanța","Strada","Productelor","","900178"
"Constanța","Constanța","Strada","Ștefan cel Mare","nr. 120-T","900178"
"Constanța","Constanța","Bulevardul","1 Decembrie 1918","nr. 6A-T","900183"
"Constanța","Constanța","Bulevardul","Duca Ion Gheorghe","nr. 67-81C","900182"
"Constanța","Constanța","Strada","Avram Iancu","nr. 43-T","900184"
"Constanța","Constanța","Aleea","Garofiței","nr. 13-T; 26-T","900184"
"Constanța","Constanța","Strada","Călărași","nr. 39-T; 36-T","900189"
"Constanța","Constanța","Strada","Călugăreni","","900189"
"Constanța","Constanța","Bulevardul","Duca Ion Gheorghe","nr. 40-T","900189"
"Constanța","Constanța","Bulevardul","Mamaia","nr. 17-31","900189"
"Constanța","Constanța","Strada","Țepeș Vodă","","900189"
"Constanța","Constanța","Strada","Vladimirescu Tudor","nr. 23; 48-50","900189"
"Constanța","Constanța","Bulevardul","Alexandru Lăpușneanu","nr. 2-14","900190"
"Constanța","Constanța","Strada","Castanilor","nr. 9-T; 10-T","900190"
"Constanța","Constanța","Strada","Dobrogeanu Gherea Constantin","nr. 9-T; 12-T","900190"
"Constanța","Constanța","Strada","Luminișului","nr. 9-T; 10-T","900190"
"Constanța","Constanța","Strada","Moșoiu Panait","nr. 7-T; 12-T","900190"
"Constanța","Constanța","Aleea","Remus","","900190"
"Constanța","Constanța","Aleea","Romulus","","900190"
"Constanța","Constanța","Aleea","Daliei","nr. 10-22","900191"
"Constanța","Constanța","Strada","Mihai Viteazu","nr. 51-85","900191"
"Constanța","Constanța","Strada","Mihăileanu Ștefan","nr. 45-83; 44-86","900191"
"Constanța","Constanța","Bulevardul","Alexandru Lăpușneanu","nr. 1-83; 16-72","900196"
"Constanța","Constanța","Bulevardul","Duca Ion Gheorghe","nr. 81D-T","900196"
"Constanța","Constanța","Strada","Mihăileanu Ștefan","nr. 85-T; 88-T","900197"
"Constanța","Constanța","Strada","Murea Gheorghe Maior","nr. 7-T; 10-T","900197"
"Constanța","Constanța","Strada","Topraisar","nr. 7-T; 4-T","900197"
"Constanța","Constanța","Strada","Chirescu Dumitru Ioan","nr. 9A-T; 10A-T","900198"
"Constanța","Constanța","Strada","Grigorescu Eremia, g-ral","","900198"
"Constanța","Constanța","Strada","Iorga Nicolae","nr. 97-T; 38-T","900198"
"Constanța","Constanța","Strada","Artileriei","nr. 9-T; 8, 8B-T","900199"
"Constanța","Constanța","Strada","Mihai Viteazu","nr. 87-T","900199"
"Constanța","Constanța","Strada","Roman N. Ioan","nr. 9A-T; 10-T","900199"
"Constanța","Constanța","Strada","Trandafirului","nr. 5; 2","900199"
"Constanța","Constanța","Bulevardul","Alexandru Lăpușneanu","nr. 85-93","900203"
"Constanța","Constanța","Strada","Delavrancea Barbu Ștefănescu","nr. 27-31","900204"
"Constanța","Constanța","Strada","Eremia Movilă","nr. 17-T; 32-T","900204"
"Constanța","Constanța","Strada","Partizanilor","nr. 1-13, 17-T; 2-18","900204"
"Constanța","Constanța","Strada","Portiței","nr. 1-3; 2","900204"
"Constanța","Constanța","Strada","Străjerului","nr. 1-69; 2-84","900204"
"Constanța","Constanța","Strada","Lemnea Teodor, lt.","","900205"
"Constanța","Constanța","Strada","Negru Nicolae Contraamiral","","900205"
"Constanța","Constanța","Strada","Poporului","nr. 71-159; 60-112","900205"
"Constanța","Constanța","Intrarea","Răsuri","","900205"
"Constanța","Constanța","Strada","Răsuri","nr. 1-43; 2-76","900205"
"Constanța","Constanța","Strada","Trandafirului","nr. 1-3, 7-27; 4-24","900205"
"Constanța","Constanța","Strada","Belșugului","","900206"
"Constanța","Constanța","Strada","Izvor","nr. 1-25; 2-24","900206"
"Constanța","Constanța","Strada","Nenițescu Ion","","900206"
"Constanța","Constanța","Strada","Secerișului","","900206"
"Constanța","Constanța","Strada","Steagului","nr. 1-23; 2-22","900206"
"Constanța","Constanța","Aleea","Daliei","nr. 1-T; 2-8, 24-T","900210"
"Constanța","Constanța","Strada","Caragiale Ion Luca","nr. 5-17; 2, 2A","900211"
"Constanța","Constanța","Strada","Nalbei","nr. 2-T","900212"
"Constanța","Constanța","Strada","Baba Novac","nr. 1-27; 2-24","900217"
"Constanța","Constanța","Strada","Nalbei","nr. 1-T","900217"
"Constanța","Constanța","Strada","Fulgerului","nr. 1-37; 2-32","900218"
"Constanța","Constanța","Strada","Străjerului","nr. 71-T; 86-T","900218"
"Constanța","Constanța","Strada","Albinelor","","900219"
"Constanța","Constanța","Strada","Poporului","nr. 161-T; 114-T","900219"
"Constanța","Constanța","Strada","Răsuri","nr. 45-57; 78-104","900219"
"Constanța","Constanța","Strada","Timișana","nr. 1-29; 2-36","900524"
"Constanța","Constanța","Strada","Unirii","nr. 1-15; 2-30","900524"
"Constanța","Constanța","Strada","Ion Vodă","nr. 1-23; 2-26","900525"
"Constanța","Constanța","Strada","Oleg Danovski","","900525"
"Constanța","Constanța","Strada","Vulcan Petru","nr. 1-27; 2-28","900525"
"Constanța","Constanța","Strada","Libertății","","900526"
"Constanța","Constanța","Strada","Nouă","","900526"
"Constanța","Constanța","Strada","Titorian Institutor","","900526"
"Constanța","Constanța","Bulevardul","Mamaia","nr. 94-136A","900527"
"Constanța","Constanța","Strada","Patriei","","900527"
"Constanța","Constanța","Aleea","Renașterii","","900527"
"Constanța","Constanța","Strada","Renașterii","","900527"
"Constanța","Constanța","Aleea","Tataia","","900527"
"Constanța","Constanța","Strada","Turda","","900527"
"Constanța","Constanța","Strada","Banu Mihalcea","nr. 1-59; 2-66","900532"
"Constanța","Constanța","Strada","Dobrogei","nr. 1-33; 2-32","900532"
"Constanța","Constanța","Strada","Rațiu Ioan, dr.","nr. 1-35; 2-62","900532"
"Constanța","Constanța","Strada","Unirii","nr. 15 bis-23; 32-52","900532"
"Constanța","Constanța","Strada","Făgetului","nr. 1-57; 2-56","900533"
"Constanța","Constanța","Strada","Havana","","900533"
"Constanța","Constanța","Strada","Pescarilor","nr. 1-11; 2-22","900533"
"Constanța","Constanța","Strada","Rotterdam","","900533"
"Constanța","Constanța","Strada","Salonic","","900533"
"Constanța","Constanța","Strada","Shanghai","","900533"
"Constanța","Constanța","Strada","Trapani","","900533"
"Constanța","Constanța","Strada","Yokohama","","900533"
"Constanța","Constanța","Piața","Filipescu","","900534"
"Constanța","Constanța","Strada","Frasinului","","900534"
"Constanța","Constanța","Strada","Jiului","","900534"
"Constanța","Constanța","Bulevardul","Mamaia","nr. 138-168","900534"
"Constanța","Constanța","Strada","Muncel","","900534"
"Constanța","Constanța","Strada","Pescăruș","","900534"
"Constanța","Constanța","Strada","Pescarilor","nr. 13-15; 24-34","900538"
"Constanța","Constanța","Strada","Războieni","nr. 1-65; 2-68","900538"
"Constanța","Constanța","Strada","Dorobanților","nr. 11-63; 2-64","900539"
"Constanța","Constanța","Strada","Dragoslavele","nr. 1, 1A, 3-35; 2, 4-34","900539"
"Constanța","Constanța","Strada","Porumbescu Ciprian","nr. 13-61; 2-38","900539"
"Constanța","Constanța","Strada","Borcea Ion","nr. 1-35; 2-36","900540"
"Constanța","Constanța","Bulevardul","Mamaia","nr. 170-214","900540"
"Constanța","Constanța","Strada","Murgescu Ioan, viceamiral","nr. 1-35; 2-36","900540"
"Constanța","Constanța","Strada","Unirii","nr. 23A-35; 54-68","900540"
"Constanța","Constanța","Strada","Soveja","nr. 24-26","900544"
"Constanța","Constanța","Strada","Șofran Maior","nr. 1-3; 2-10","900544"
"Constanța","Constanța","Strada","Unirii","nr. 43B-51; 80-106","900544"
"Constanța","Constanța","Strada","Pescarilor","nr. 17-37; 44-68","900545"
"Constanța","Constanța","Strada","Răchitași","nr. 1-69; 2-70","900545"
"Constanța","Constanța","Strada","Tabla Buții","nr. 1-67; 2-66","900545"
"Constanța","Constanța","Strada","Cașin","","900546"
"Constanța","Constanța","Strada","Căiuți","nr. 1-41; 2-T","900546"
"Constanța","Constanța","Bulevardul","Mamaia","nr. 230-252","900546"
"Constanța","Constanța","Strada","Zorelelor","nr. 1-37; 2-38","900546"
"Constanța","Constanța","Bulevardul","Mamaia","nr. 255-T; 254-296","900552"
"Constanța","Constanța","Strada","Căiuți","nr. 43-T","900553"
"Constanța","Constanța","Strada","Soveja","nr. 1-5; 28-52","900553"
"Constanța","Constanța","Strada","Unirii","nr. 51B-75","900553"
"Constanța","Constanța","Strada","Zorelelor","nr. 39-69; 40-T","900553"
"Constanța","Constanța","Strada","Aman Theodor","","900554"
"Constanța","Constanța","Strada","Economu Gheorghe, slt.","","900554"
"Constanța","Constanța","Strada","Predescu Nicolae, sld.","","900554"
"Constanța","Constanța","Strada","Șofran Maior","nr. 5-T; 12-18, 20-T","900554"
"Constanța","Constanța","Strada","Teodoroiu Ecaterina","","900554"
"Constanța","Constanța","Bulevardul","Mamaia","nr. 213-253; 216-228","900559"
"Constanța","Constanța","Strada","Pescarilor","nr. 36-42","900559"
"Constanța","Constanța","Strada","Chiliei","nr. 103-T; 102-T","900560"
"Constanța","Constanța","Strada","Dragoslavele","nr. 1B 37-T; 2A, 36-T","900560"
"Constanța","Constanța","Strada","Onești","","900560"
"Constanța","Constanța","Strada","Grozești","","900561"
"Constanța","Constanța","Strada","Tabla Buții","nr. 69-T; 68-T","900561"
"Constanța","Constanța","Strada","Răchitași","nr. 71-T; 72-T","900562"
"Constanța","Constanța","Strada","Soveja","nr. 7-17","900562"
"Constanța","Constanța","Strada","Unirii","nr. 37-43; 70-78","900562"
"Constanța","Constanța","Strada","Zorelelor","nr. 71-T","900562"
"Constanța","Constanța","Strada","Banu Mihalcea","nr. 61-127; 68-132bis","900565"
"Constanța","Constanța","Strada","Chiliei","nr. 53-101; 46A-100","900565"
"Constanța","Constanța","Strada","Făgetului","nr. 59-123; 58-98","900565"
"Constanța","Constanța","Bulevardul","Mamaia","nr. 171-211","900565"
"Constanța","Constanța","Strada","Rațiu Ioan, dr.","nr. 37-107; 64-136","900565"
"Constanța","Constanța","Strada","Craiu Vasile, aviator","","900566"
"Constanța","Constanța","Strada","Dorobanților","nr. 65-T; 66-T","900566"
"Constanța","Constanța","Strada","Ibrăileanu Garabet","","900566"
"Constanța","Constanța","Strada","Muntenescu Ion, av.","","900566"
"Constanța","Constanța","Strada","Podului","","900566"
"Constanța","Constanța","Strada","Popescu Romeo, aviator","","900566"
"Constanța","Constanța","Strada","Războieni","nr. 67-91; 70-84","900566"
"Constanța","Constanța","Strada","Transilvaniei","","900566"
"Constanța","Constanța","Strada","Borcea Ion","nr. 37-T; 38-T","900567"
"Constanța","Constanța","Strada","Murgescu Ioan, viceamiral","nr. 37-T; 38-T","900567"
"Constanța","Constanța","Strada","Porumbescu Ciprian","nr. 63-T; 40-T","900567"
"Constanța","Constanța","Piața","Chiliei","","900572"
"Constanța","Constanța","Strada","Dobrogei","nr. 35-T; 34-T","900572"
"Constanța","Constanța","Strada","Timișana","nr. 31-T; 38-T","900572"
"Constanța","Constanța","Strada","Vulcan Petru","nr. 29-73; 30-82","900572"
"Constanța","Constanța","Strada","Crișanei","nr. 1-59; 2-66","900573"
"Constanța","Constanța","Strada","Ion Vodă","nr. 25-T; 28-T","900573"
"Constanța","Constanța","Strada","Lucaciu Vasile","","900573"
"Constanța","Constanța","Strada","23 August","","900574"
"Constanța","Constanța","Strada","Aprod Purice","","900574"
"Constanța","Constanța","Strada","Bibescu Vodă","","900574"
"Constanța","Constanța","Strada","Buzescu Preda","","900575"
"Constanța","Constanța","Strada","Chiliei","nr. 1-51; 2-46","900575"
"Constanța","Constanța","Bulevardul","Mamaia","nr. 149-169","900575"
"Constanța","Constanța","Strada","Șofran Maior","nr. 18A","900580"
"Constanța","Constanța","Strada","Unirii","nr. 77-T; 108-T","900580"
"Constanța","Constanța","Bulevardul","Mamaia","nr. 296A-T","900581"
"Constanța","Constanța","Strada","Pescarilor","nr. 39-T; 70-T","900581"
"Constanța","Constanța","Strada","Anghel Dimitrie","","900224"
"Constanța","Constanța","Bulevardul","Brătianu Constantin Ion","nr. 116-162, 184-186","900224"
"Constanța","Constanța","Strada","Caragiale Ion Luca","nr. 16-T","900224"
"Constanța","Constanța","Strada","Gârleanu Emil","nr. 1; 2","900224"
"Constanța","Constanța","Intrarea","Sion Gheorghe","","900224"
"Constanța","Constanța","Strada","Aron Vodă","","900225"
"Constanța","Constanța","Strada","Clăbucet","","900225"
"Constanța","Constanța","Strada","Dezrobirii","nr. 155-T","900225"
"Constanța","Constanța","Strada","Hurmuzache Constantin","nr. 21-T","900225"
"Constanța","Constanța","Strada","Negruzzi Costache","nr. 44-T","900225"
"Constanța","Constanța","Strada","Papadopol Petre, slt.","","900225"
"Constanța","Constanța","Strada","Boliac Cezar","","900226"
"Constanța","Constanța","Strada","Filimon Nicolae","nr. 1-15, 99-T; 2-T","900226"
"Constanța","Constanța","Strada","Ispirescu Petre","","900226"
"Constanța","Constanța","Strada","Radu Logofătu","","900226"
"Constanța","Constanța","Strada","Stamate Costache","","900226"
"Constanța","Constanța","Strada","Zilot Românul","","900226"
"Constanța","Constanța","Strada","Buciumului","","900227"
"Constanța","Constanța","Strada","Cârlova Vasile","","900227"
"Constanța","Constanța","Strada","Liciu Petre","","900227"
"Constanța","Constanța","Strada","Mandai Nicu","","900227"
"Constanța","Constanța","Strada","Popa Gheorghe, slt.","","900227"
"Constanța","Constanța","Strada","Răzvan Vodă","nr. 1-3; 2-6","900227"
"Constanța","Constanța","Strada","Alba Iulia","nr. 1-5; 2-18","900228"
"Constanța","Constanța","Strada","Buricescu Gheorghe, lt.","","900228"
"Constanța","Constanța","Strada","Hogaș Calistrat","","900228"
"Constanța","Constanța","Strada","Militară","","900228"
"Constanța","Constanța","Strada","Sary Achile, slt.","","900228"
"Constanța","Constanța","Strada","Interioară 1","","900229"
"Constanța","Constanța","Strada","Interioară 2","","900229"
"Constanța","Constanța","Strada","Iosif Ștefan Octavian","nr. 25-T; 28-T","900229"
"Constanța","Constanța","Strada","Piatra Craiului","","900229"
"Constanța","Constanța","Strada","Plugușorului","","900229"
"Constanța","Constanța","Strada","Eliberării","nr. 20-T; 29-T","900233"
"Constanța","Constanța","Strada","Rapsodiei","","900233"
"Constanța","Constanța","Strada","Dezrobirii","nr. 133-139; 80-104","900234"
"Constanța","Constanța","Strada","Alexandru Gherghel","","900235"
"Constanța","Constanța","Strada","Barbu Filaret","","900236"
"Constanța","Constanța","Strada","Bobescu Constantin","","900236"
"Constanța","Constanța","Strada","Brediceanu Tiberiu","","900236"
"Constanța","Constanța","Strada","Caudella Eduard","","900236"
"Constanța","Constanța","Strada","Celibidache Sergiu","","900236"
"Constanța","Constanța","Aleea","Delavrancea Cella","","900236"
"Constanța","Constanța","Strada","Prelungireaa Caudella Eduard","","900236"
"Constanța","Constanța","Aleea","Solidarității","nr. 17-T","900236"
"Constanța","Constanța","Strada","Vancea Zeno","","900236"
"Constanța","Constanța","Strada","Cutezătorilor","nr. 8-T","900237"
"Constanța","Constanța","Aleea","Milescu Nicolae Spătarul","","900237"
"Constanța","Constanța","Strada","Rahova","","900238"
"Constanța","Constanța","Strada","Dezrobirii","nr. 123; 106-T","900241"
"Constanța","Constanța","Strada","Milescu Nicolae Spătarul","nr. 49-T; 48-T","900242"
"Constanța","Constanța","Bulevardul","Brătianu Constantin Ion","nr. 98-114","900243"
"Constanța","Constanța","Bulevardul","Brătianu Constantin Ion","nr. 45A-99; 70-96","900247"
"Constanța","Constanța","Strada","Caragiale Ion Luca","nr. 55A-T","900247"
"Constanța","Constanța","Aleea","Topolog","nr. 10, 24-T","900247"
"Constanța","Constanța","Intrarea","Brătianu Constantin Ion","","900248"
"Constanța","Constanța","Strada","Căliman","","900248"
"Constanța","Constanța","Strada","Cumpenei","nr. 61-T; 2B","900248"
"Constanța","Constanța","Intrarea","Histria","","900248"
"Constanța","Constanța","Strada","Histria","","900248"
"Constanța","Constanța","Intrarea","Parâng","","900248"
"Constanța","Constanța","Strada","Șercăianu Ion, căpitan rang 2","","900248"
"Constanța","Constanța","Strada","Berbereanu Mircea, lt.","","900249"
"Constanța","Constanța","Strada","Roșculeț Nicolae, slt.","","900249"
"Constanța","Constanța","Intrarea","Sirenei","","900249"
"Constanța","Constanța","Strada","Pann Anton","","900250"
"Constanța","Constanța","Strada","Protopopescu Florin, lt.","","900250"
"Constanța","Constanța","Strada","Purec Gheorghe, lt.","","900250"
"Constanța","Constanța","Strada","Toma Stelian","","900250"
"Constanța","Constanța","Strada","Asachi Gheorghe","","900251"
"Constanța","Constanța","Strada","Peneș Curcanul","nr. 1-31; 2-28","900251"
"Constanța","Constanța","Strada","Rădulescu Ion Heliade","nr. 1-29; 2-28","900251"
"Constanța","Constanța","Aleea","Berzei","nr.4","900255"
"Constanța","Constanța","Strada","Bravilor","nr. 3-T; 2-T","900255"
"Constanța","Constanța","Strada","Luptători","","900255"
"Constanța","Constanța","Strada","Vulturului","","900255"
"Constanța","Constanța","Strada","Dezrobirii","nr. 141-153","900256"
"Constanța","Constanța","Strada","Gladiolei","","900256"
"Constanța","Constanța","Strada","Inului","","900256"
"Constanța","Constanța","Strada","Ostrov","","900256"
"Constanța","Constanța","Strada","Plantelor","","900256"
"Constanța","Constanța","Strada","Eliberării","nr. 25-27","900257"
"Constanța","Constanța","Strada","Hurmuzache Constantin","nr. 1-19; 2-T","900257"
"Constanța","Constanța","Strada","Neculce Ion","","900257"
"Constanța","Constanța","Strada","Darwin Charles","","900258"
"Constanța","Constanța","Strada","Gârleanu Emil","nr. 3-T; 4-T","900258"
"Constanța","Constanța","Strada","Milescu Nicolae Spătarul","nr. 1-47; 2-46","900258"
"Constanța","Constanța","Strada","Negruzzi Costache","nr. 1-T; 2-42","900258"
"Constanța","Constanța","Piața","Amzacea","","900259"
"Constanța","Constanța","Strada","Amzacea","","900259"
"Constanța","Constanța","Strada","Cetății","","900259"
"Constanța","Constanța","Strada","Iosif Ștefan Octavian","nr. 1-23; 2-26","900259"
"Constanța","Constanța","Strada","Sion Gheorghe","","900259"
"Constanța","Constanța","Bulevardul","Brătianu Constantin Ion","nr. 41-45; 56-68","900263"
"Constanța","Constanța","Aleea","Topolog","nr. 3, 9-11, 15-T; 6-8, 16-22","900264"
"Constanța","Constanța","Strada","Caragiale Ion Luca","nr. 49-55","900265"
"Constanța","Constanța","Strada","Bravilor","nr. 1","900270"
"Constanța","Constanța","Bulevardul","Brătianu Constantin Ion","nr. 17-39; 8-54","900270"
"Constanța","Constanța","Intrarea","Energiei","","900270"
"Constanța","Constanța","Aleea","Topolog","nr. 1, 5-7, 13; 2-4, 12","900270"
"Constanța","Constanța","Strada","Marinescu Dumitru","nr. 1-11; 2-T","900277"
"Constanța","Constanța","Strada","Nucilor","","900277"
"Constanța","Constanța","Prelungirea","Roată Ion","","900277"
"Constanța","Constanța","Prelungirea","8 Martie","","900278"
"Constanța","Constanța","Strada","8 Martie","","900278"
"Constanța","Constanța","Strada","Înfrățirea","","900278"
"Constanța","Constanța","Strada","Biruinței","nr. 125-T; 132-T","900279"
"Constanța","Constanța","Strada","Frunzelor","nr. 151-T; 156-T","900279"
"Constanța","Constanța","Strada","Merișor","nr. 111D-T; 116-T","900279"
"Constanța","Constanța","Strada","Răsuri","nr. 59-T; 106-T","900279"
